species	phenology lower	phenology upper	mean phenology	year	latitude	longitude	mean centre latitude	grid_50km	grid_5km	tray
oak	133	133	133	2008	52.14550553	-2.140244435	-0.48397524	4 7	49 78	NA
oak	120	120	120	2008	51.66072364	-3.322800397	-0.968757137	3 6	39 61	NA
oak	120	120	120	2008	51.03956727	-0.376971142	-1.589913509	2 10	25 102	NA
oak	111	111	111	2008	51.36256172	1.041008836	-1.266919053	3 12	33 122	NA
oak	122	122	122	2008	51.16837517	0.629063699	-1.461105607	2 11	28 116	NA
oak	112	112	112	2008	50.55053872	-3.511680036	-2.078942053	1 5	14 58	NA
oak	115	115	115	2008	51.25980993	-2.187685858	-1.369670843	3 7	30 77	NA
oak	120	120	120	2008	51.3118407	-2.523623279	-1.317640077	3 7	31 72	NA
oak	111	111	111	2008	53.2871779	-3.045484131	0.657697121	7 6	75 66	NA
oak	122	122	122	2008	51.33346867	-1.770288069	-1.296012106	3 8	31 83	NA
oak	129	129	129	2008	52.01779925	-0.770064624	-0.611681527	4 9	47 96	NA
oak	125	125	125	2008	52.49519203	-0.816637101	-0.134288743	5 9	57 96	NA
oak	113	113	113	2008	51.15880174	-1.437972221	-1.470679031	2 8	28 87	NA
oak	119	119	119	2008	53.60642599	-3.029173038	0.97694521	8 6	82 66	NA
oak	112	112	112	2008	56.33276904	-3.827609058	3.703288266	14 5	143 57	NA
oak	135	135	135	2008	56.3336426	-2.821579089	3.704161823	14 6	143 69	NA
oak	111	111	111	2008	51.27749723	-0.830078149	-1.351983546	3 9	30 96	NA
oak	124	124	124	2008	53.82855793	-1.58823651	1.199077152	8 8	87 85	NA
oak	123	123	123	2008	50.98996094	-4.479207959	-1.639519837	2 4	24 45	NA
oak	127	127	127	2008	52.08167477	-2.138584644	-0.547806008	4 7	48 78	NA
oak	122	122	122	2008	52.11029547	-0.525111383	-0.519185305	4 10	49 100	NA
oak	118	118	118	2008	51.11866196	0.253270995	-1.51081882	2 11	27 111	NA
oak	92	92	92	2008	50.92831051	0.544341299	-1.701170265	2 11	23 115	NA
oak	116	116	116	2008	52.09958327	-0.53130461	-0.529897505	4 10	49 100	NA
oak	119	119	119	2008	51.68607061	-2.143157194	-0.943410162	3 7	39 78	NA
oak	95	95	95	2008	50.71166049	-1.113326554	-1.91782029	1 9	18 92	NA
oak	136	136	136	2008	51.40809228	-2.514658282	-1.221388491	3 7	33 72	NA
oak	99	99	99	2008	50.99308646	0.372591587	-1.636394317	2 11	24 113	NA
oak	136	136	136	2008	57.58321699	-2.086947828	4.953736217	17 7	170 78	NA
oak	111	111	111	2008	57.5721334	-4.446201562	4.942652625	17 5	171 50	NA
oak	116	116	116	2008	54.43121138	-2.958789687	1.801730606	10 6	100 67	NA
oak	96	96	96	2008	51.42683302	-0.931270415	-1.202647759	3 9	34 94	NA
oak	144	144	144	2008	57.13400492	-2.163535004	4.504524143	16 7	160 78	NA
oak	124	124	124	2008	52.31204698	-2.626295235	-0.317433799	5 7	53 71	NA
oak	115	115	115	2008	51.63585986	0.429117417	-0.993620916	3 11	39 113	NA
oak	130	130	130	2008	53.12534659	-2.170317752	0.495865814	7 7	71 77	NA
oak	123	123	123	2008	55.85710555	-5.062834202	3.227624774	13 4	133 41	NA
oak	92	92	92	2008	50.73291341	-1.333974893	-1.89656737	1 8	18 89	NA
oak	113	113	113	2008	50.86684218	-3.310145993	-1.762638596	2 6	21 61	NA
oak	101	101	101	2008	50.99214799	-1.102294545	-1.637332788	2 9	24 92	NA
oak	119	119	119	2008	52.57670867	-1.026017141	-0.052772107	5 9	59 93	NA
oak	110	110	110	2008	50.40227128	-4.134572495	-2.227209493	1 4	11 49	NA
oak	114	114	114	2008	50.99817414	-0.540695018	-1.631306636	2 10	24 100	NA
oak	130	130	130	2008	57.67278417	-3.455227658	5.043303391	17 6	173 62	NA
oak	119	119	119	2008	52.56756293	-1.251953484	-0.06191784	5 9	59 90	NA
oak	139	139	139	2008	55.85001104	-2.268298533	3.220530266	13 7	132 76	NA
oak	121	121	121	2008	51.7302421	0.431279218	-0.899238673	4 11	41 113	NA
oak	115	115	115	2008	50.89024302	0.057377697	-1.73923775	2 10	22 108	NA
oak	115	115	115	2008	53.37308353	-2.572616747	0.743602759	7 7	77 72	NA
oak	110	110	110	2008	51.42881676	0.064217147	-1.200664013	3 10	34 108	NA
oak	122	122	122	2008	54.0037093	-1.357659664	1.37422852	9 8	91 88	NA
oak	91	91	91	2008	51.27355743	1.073841822	-1.355923343	3 12	31 122	NA
oak	126	126	126	2008	51.59892806	-2.059145393	-1.030552716	3 7	37 79	NA
oak	118	118	118	2008	51.11195518	-0.735690112	-1.517525596	2 9	27 97	NA
oak	124	124	124	2008	51.15705543	-4.123468988	-1.472425342	2 5	28 50	NA
oak	116	116	116	2008	51.20966374	-4.09868572	-1.419817039	2 5	29 50	NA
oak	131	131	131	2008	51.43059073	-2.222908131	-1.198890049	3 7	34 76	NA
oak	117	117	117	2008	51.3642302	-0.781904416	-1.265250572	3 9	32 96	NA
oak	101	101	101	2008	52.14558408	1.190589651	-0.483896695	5 12	50 123	NA
oak	117	117	117	2008	51.02933022	-0.926176173	-1.600150552	2 9	25 95	NA
oak	113	113	113	2008	51.83504685	-5.063953112	-0.794433921	4 3	43 37	NA
oak	127	127	127	2008	53.2669822	-0.494610334	0.637501429	7 10	75 100	NA
oak	111	111	111	2008	52.72153523	-1.154566234	0.092054451	6 9	62 91	NA
oak	111	111	111	2008	51.21028144	0.259172832	-1.419199337	2 11	29 111	NA
oak	107	107	107	2008	51.64831307	-2.479796837	-0.981167709	3 7	38 73	NA
oak	99	99	99	2008	52.31849349	-0.117652932	-0.310987283	5 10	54 105	NA
oak	111	111	111	2008	50.80925656	-1.058966612	-1.820224214	2 9	20 93	NA
oak	120	120	120	2008	51.51178782	-0.979720484	-1.117692953	3 9	35 94	NA
oak	133	133	133	2008	55.87627714	-3.337747908	3.246796361	13 6	133 63	NA
oak	120	120	120	2008	52.05769033	-2.7656645	-0.571790441	4 6	48 69	NA
oak	114	114	114	2008	51.64965081	-0.18451799	-0.979829964	3 10	39 105	NA
oak	111	111	111	2008	54.4802982	-6.311834108	1.850817423	10 2	103 24	NA
oak	98	98	98	2008	51.42900424	-0.910232957	-1.200476531	3 9	34 95	NA
oak	108	108	108	2008	56.18402563	-3.975220037	3.55454485	14 5	140 55	NA
oak	82	82	82	2008	51.61203648	-0.136911981	-1.017444292	3 10	38 105	NA
oak	115	115	115	2008	50.99814532	-2.185201775	-1.631335456	2 7	24 77	NA
oak	123	123	123	2008	52.26361278	-0.719315741	-0.365867994	5 9	52 97	NA
oak	105	105	105	2008	50.87401503	0.254242507	-1.755465744	2 11	22 111	NA
oak	114	114	114	2008	52.37101249	-1.764950195	-0.258468282	5 8	54 83	NA
oak	123	123	123	2008	51.78080804	-2.604413961	-0.848672735	4 7	41 71	NA
oak	97	97	97	2008	51.88539914	0.577702351	-0.744081631	4 11	44 115	NA
oak	110	110	110	2008	50.76805778	-1.917702943	-1.861423	1 8	19 81	NA
oak	128	128	128	2008	53.22918803	-2.362472608	0.599707255	7 7	74 75	NA
oak	116	116	116	2008	50.54574728	-4.157985105	-2.083733491	1 4	14 49	NA
oak	128	128	128	2008	54.46886545	-1.148271242	1.839384676	10 9	101 91	NA
oak	106	106	106	2008	50.95908404	-1.643992198	-1.670396739	2 8	23 85	NA
oak	107	107	107	2008	50.88286387	-2.8400616	-1.746616901	2 6	21 68	NA
oak	126	126	126	2008	51.79409211	-1.550462084	-0.835388668	4 8	42 86	NA
oak	115	115	115	2008	51.6438839	-1.939254961	-0.985596873	3 8	38 80	NA
oak	95	95	95	2008	50.87796375	0.501791559	-1.751517023	2 11	22 115	NA
oak	123	123	123	2008	54.24039172	-1.005676573	1.610910943	9 9	96 92	NA
oak	131	131	131	2008	56.51819424	-3.303397578	3.888713464	14 6	147 63	NA
oak	119	119	119	2008	50.87651524	-1.286448407	-1.752965537	2 9	21 90	NA
oak	116	116	116	2008	51.19309684	0.442967521	-1.436383932	2 11	29 114	NA
oak	113	113	113	2008	51.35620401	1.145456452	-1.273276767	3 12	33 123	NA
oak	113	113	113	2008	53.33079668	-0.812218065	0.701315906	7 9	76 95	NA
oak	115	115	115	2008	51.13534542	0.848772153	-1.494135358	2 11	28 119	NA
oak	123	123	123	2008	53.14133073	-2.275026026	0.511849954	7 7	72 76	NA
oak	127	127	127	2008	50.99274427	-3.387785599	-1.63673651	2 6	24 60	NA
oak	131	131	131	2008	53.10068714	-2.873675289	0.471206369	7 6	71 68	NA
oak	95	95	95	2008	51.75655211	-0.809048586	-0.872928667	4 9	41 96	NA
oak	116	116	116	2008	51.73262183	-2.528473911	-0.896858944	4 7	40 72	NA
oak	122	122	122	2008	52.17770463	-2.242714543	-0.45177614	5 7	50 76	NA
oak	118	118	118	2008	52.18461194	-0.013599296	-0.444868836	5 10	51 107	NA
oak	114	114	114	2008	52.45303659	-2.066174054	-0.176444188	5 7	56 79	NA
oak	117	117	117	2008	51.30597851	-2.415965792	-1.323502263	3 7	31 74	NA
oak	125	125	125	2008	53.17627395	-2.728585057	0.546793178	7 7	72 70	NA
oak	101	101	101	2008	51.54358276	-0.915559686	-1.085898017	3 9	36 95	NA
oak	110	110	110	2008	51.95073631	0.900184322	-0.678744462	4 11	46 119	NA
oak	101	101	101	2008	51.39654516	-1.334448348	-1.232935616	3 8	33 89	NA
oak	127	127	127	2008	52.70873189	-2.355181337	0.079251117	6 7	62 75	NA
oak	112	112	112	2008	51.32288256	-0.699762043	-1.306598216	3 9	31 98	NA
oak	131	131	131	2008	57.51671086	-3.654361691	4.887230087	16 6	169 60	NA
oak	114	114	114	2008	51.77811287	-1.240433412	-0.851367905	4 9	41 90	NA
oak	127	127	127	2008	53.70347679	-0.033670721	1.073996018	8 10	84 105	NA
oak	138	138	138	2008	56.70922204	-2.467129159	4.079741262	15 7	151 74	NA
oak	129	129	129	2008	53.36996364	-2.005972436	0.740482868	7 7	77 79	NA
oak	120	120	120	2008	52.02435131	-0.710128	-0.605129469	4 9	47 97	NA
oak	118	118	118	2008	51.86763775	-0.209160948	-0.761843029	4 10	44 104	NA
oak	108	108	108	2008	51.35647513	-0.242092691	-1.273005642	3 10	32 104	NA
oak	125	125	125	2008	53.0760752	-0.780427576	0.446594423	7 9	70 96	NA
oak	120	120	120	2008	51.85991238	-1.602082056	-0.769568393	4 8	43 85	NA
oak	96	96	96	2008	50.83900382	-0.277232565	-1.790476953	2 10	21 104	NA
oak	81	81	81	2008	53.21836458	-4.153659749	0.588883802	7 5	74 51	NA
oak	122	122	122	2008	50.8111176	-0.403169489	-1.81836318	2 10	20 102	NA
oak	106	106	106	2008	50.53349901	-3.640954346	-2.095981767	1 5	14 56	NA
oak	115	115	115	2008	51.79104681	-0.521047982	-0.83843397	4 10	42 100	NA
oak	119	119	119	2008	53.31663203	0.139167494	0.687151252	7 10	76 108	NA
oak	109	109	109	2008	51.30833505	1.119218615	-1.321145724	3 12	32 123	NA
oak	121	121	121	2008	51.36521134	-0.348060822	-1.264269437	3 10	32 103	NA
oak	125	125	125	2008	53.5859747	-1.398752042	0.95649393	8 8	82 87	NA
oak	119	119	119	2008	51.01432897	-2.186691838	-1.615151803	2 7	24 77	NA
oak	118	118	118	2008	52.83481705	-0.932672415	0.205336275	6 9	65 94	NA
oak	118	118	118	2008	51.03599011	-4.249156313	-1.593490663	2 4	25 48	NA
oak	123	123	123	2008	53.16226213	-3.139667511	0.532781356	7 6	72 64	NA
oak	112	112	112	2008	50.90624304	0.068039852	-1.723237735	2 10	22 109	NA
oak	88	88	88	2008	51.05848099	-1.340731787	-1.570999781	2 8	25 89	NA
oak	127	127	127	2008	56.18327542	-4.421547095	3.553794647	14 4	140 49	NA
oak	123	123	123	2008	53.56874007	-2.631126844	0.939259294	8 7	81 71	NA
oak	128	128	128	2008	53.82441566	-1.708289288	1.194934883	8 8	87 83	NA
oak	125	125	125	2008	52.66571374	-0.740126052	0.036232963	6 9	61 97	NA
oak	122	122	122	2008	50.54426366	-4.702772244	-2.085217112	1 4	15 41	NA
oak	114	114	114	2008	51.0008096	-2.205163845	-1.628671173	2 7	24 77	NA
oak	114	114	114	2008	51.98261258	1.359913226	-0.646868198	4 12	47 126	NA
oak	106	106	106	2008	50.76538777	-2.015545348	-1.864093006	1 7	19 79	NA
oak	129	129	129	2008	53.2539365	-2.131858767	0.624455722	7 7	74 78	NA
oak	126	126	126	2008	51.16759428	-3.274312086	-1.4618865	2 6	28 62	NA
oak	128	128	128	2008	52.43437037	-0.287776457	-0.195110407	5 10	56 103	NA
oak	113	113	113	2008	52.36852287	-2.077796797	-0.260957907	5 7	54 78	NA
oak	118	118	118	2008	53.3399534	-0.580659796	0.71047262	7 9	76 98	NA
oak	117	117	117	2008	53.58012478	-2.685670526	0.950644005	8 7	81 70	NA
oak	128	128	128	2008	53.3546816	-1.980429756	0.725200826	7 8	76 80	NA
oak	117	117	117	2008	51.2811802	0.691431714	-1.348300579	3 11	31 117	NA
oak	107	107	107	2008	51.57822223	-0.40529389	-1.051258549	3 10	37 102	NA
oak	117	117	117	2008	52.62156979	-1.657256276	-0.007910983	6 8	60 84	NA
oak	101	101	101	2008	52.26781892	-1.903240685	-0.361661858	5 8	52 81	NA
oak	122	122	122	2008	52.38778868	1.078688265	-0.241692091	5 12	56 121	NA
oak	118	118	118	2008	53.3548326	-0.981328507	0.725351828	7 9	76 93	NA
oak	129	129	129	2008	52.67915531	-1.270756975	0.049674538	6 8	61 89	NA
oak	117	117	117	2008	52.37368864	-1.754653878	-0.25579214	5 8	55 83	NA
oak	113	113	113	2008	53.19036206	-4.196789307	0.560881281	7 5	73 50	NA
oak	106	106	106	2008	50.98823702	-1.501296914	-1.641243757	2 8	24 87	NA
oak	106	106	106	2008	51.43733249	-2.759559743	-1.192148287	3 6	34 69	NA
oak	104	104	104	2008	51.10777314	-4.162638061	-1.521707636	2 4	27 49	NA
oak	122	122	122	2008	51.27030528	-0.830260766	-1.359175496	3 9	30 96	NA
oak	131	131	131	2008	55.4033748	-1.701521018	2.773894028	12 8	122 83	NA
oak	133	133	133	2008	51.67273117	-0.789555549	-0.956749609	3 9	39 96	NA
oak	111	111	111	2008	50.69219039	-1.290663227	-1.937290385	1 9	17 90	NA
oak	124	124	124	2008	51.23163575	0.533824305	-1.397845027	3 11	30 115	NA
oak	97	97	97	2008	51.59961635	-2.947071652	-1.029864429	3 6	37 66	NA
oak	117	117	117	2008	50.88796313	0.411324397	-1.74151765	2 11	22 113	NA
oak	128	128	128	2008	51.04733894	0.172762912	-1.582141834	2 11	25 110	NA
oak	105	105	105	2008	51.02002341	-0.357506933	-1.609457367	2 10	25 103	NA
oak	120	120	120	2008	53.32368782	-2.980316904	0.694207043	7 6	76 66	NA
oak	122	122	122	2008	50.76267506	-2.795370392	-1.86680572	1 6	19 68	NA
oak	107	107	107	2008	51.4830864	-0.290516857	-1.146394378	3 10	35 103	NA
oak	129	129	129	2008	56.60824236	-3.663301312	3.978761583	14 5	149 59	NA
oak	117	117	117	2008	51.1144865	0.743174762	-1.514994273	2 11	27 118	NA
oak	129	129	129	2008	53.44994963	-1.945754582	0.820468858	7 8	78 80	NA
oak	119	119	119	2008	50.96527086	-0.070334807	-1.664209911	2 10	24 107	NA
oak	122	122	122	2008	54.02302951	-1.447418941	1.393548733	9 8	91 87	NA
oak	96	96	96	2008	51.15747404	-3.121024353	-1.472006731	2 6	28 64	NA
oak	121	121	121	2008	52.49909444	-0.712484745	-0.13038633	5 9	57 97	NA
oak	95	95	95	2008	50.77707864	-2.011294415	-1.852402138	1 7	19 79	NA
oak	107	107	107	2008	51.34312943	-0.742262365	-1.286351344	3 9	32 97	NA
oak	120	120	120	2008	52.55582094	-1.243303255	-0.073659833	5 9	59 90	NA
oak	106	106	106	2008	51.35596835	-2.943473461	-1.273512423	3 6	32 66	NA
oak	122	122	122	2008	54.46028098	-1.080573072	1.830800201	10 9	101 91	NA
oak	121	121	121	2008	56.45254721	-5.394711956	3.823066432	14 3	146 38	NA
oak	98	98	98	2008	51.95598702	-2.433599203	-0.673493759	4 7	45 74	NA
oak	131	131	131	2008	50.67532511	-3.839799476	-1.954155661	1 5	17 54	NA
oak	123	123	123	2008	52.09352076	0.834975382	-0.535960017	4 11	49 118	NA
oak	125	125	125	2008	54.95502898	-1.723587805	2.325548209	11 8	112 83	NA
oak	121	121	121	2008	51.63289762	0.353813417	-0.996583157	3 11	39 112	NA
oak	121	121	121	2008	52.56182504	-1.955702182	-0.067655736	5 8	59 80	NA
oak	115	115	115	2008	51.4257747	-0.307040615	-1.203706071	3 10	34 103	NA
oak	124	124	124	2008	55.15351508	-1.679849312	2.524034308	11 8	116 84	NA
oak	108	108	108	2008	52.3003055	-2.636394759	-0.329175273	5 7	53 71	NA
oak	129	129	129	2008	52.55548177	-1.881961748	-0.07399901	5 8	59 81	NA
oak	120	120	120	2008	52.3984257	-0.002539798	-0.231055079	5 10	55 107	NA
oak	115	115	115	2008	52.00874002	-0.458515671	-0.620740755	4 10	47 101	NA
oak	117	117	117	2008	51.71697283	0.463866764	-0.912507949	4 11	40 114	NA
oak	137	137	137	2008	55.95178738	-4.158786172	3.322306601	13 5	135 53	NA
oak	117	117	117	2008	52.1132231	-2.008716181	-0.516257675	4 7	49 79	NA
oak	124	124	124	2008	51.3734989	-2.392154722	-1.255981879	3 7	32 74	NA
oak	124	124	124	2008	56.42546894	-3.402369863	3.795988167	14 6	145 62	NA
oak	123	123	123	2008	50.47144532	-4.739488571	-2.158035456	1 4	13 41	NA
oak	116	116	116	2008	51.36047514	-2.942129804	-1.269005632	3 6	32 66	NA
oak	113	113	113	2008	53.70893935	-2.634738963	1.079458575	8 7	84 71	NA
oak	94	94	94	2008	50.79003943	-1.422541917	-1.839441345	1 8	19 88	NA
oak	117	117	117	2008	51.31700231	-0.309612784	-1.312478463	3 10	31 103	NA
oak	117	117	117	2008	51.40654249	-3.29676006	-1.222938282	3 6	33 61	NA
oak	115	115	115	2008	53.67363008	-2.681133582	1.044149306	8 7	83 71	NA
oak	122	122	122	2008	53.37962929	-2.229959364	0.750148511	7 7	77 76	NA
oak	122	122	122	2008	51.34164578	0.347473687	-1.28783499	3 11	32 112	NA
oak	127	127	127	2008	52.02227503	-4.353707385	-0.60720574	4 4	47 47	NA
oak	122	122	122	2008	53.37700981	-3.05219336	0.747529037	7 6	77 66	NA
oak	126	126	126	2008	55.7418841	-2.383826535	3.112403321	12 7	129 75	NA
oak	119	119	119	2008	52.48001629	-2.045600938	-0.149464485	5 7	57 79	NA
oak	119	119	119	2008	53.14026941	0.338226525	0.510788631	7 11	72 111	NA
oak	107	107	107	2008	50.73880242	-1.655583645	-1.890678355	1 8	18 84	NA
oak	118	118	118	2008	53.10018027	-0.200212196	0.470699495	7 10	71 104	NA
oak	112	112	112	2008	51.49356475	-2.502656853	-1.135916023	3 7	35 73	NA
oak	95	95	95	2008	50.34814496	-3.709051449	-2.281335819	1 5	10 55	NA
oak	112	112	112	2008	50.99256531	-4.483622191	-1.636915461	2 4	24 45	NA
oak	91	91	91	2008	50.6318598	-3.333295142	-1.997620972	1 6	16 61	NA
oak	109	109	109	2008	51.02645809	0.08479461	-1.603022687	2 10	25 109	NA
oak	118	118	118	2008	53.11471945	-2.452643231	0.485238676	7 7	71 73	NA
oak	95	95	95	2008	52.10834769	-2.299282905	-0.521133082	4 7	49 75	NA
oak	125	125	125	2008	55.00374162	-2.175067013	2.374260843	11 7	113 77	NA
oak	116	116	116	2008	52.76781584	1.293753679	0.138335067	6 12	64 124	NA
oak	97	97	97	2008	53.49127657	-2.087379156	0.861795792	7 7	79 78	NA
oak	100	100	100	2008	51.24586604	-0.183269548	-1.383614734	3 10	30 105	NA
oak	110	110	110	2008	50.59242591	-3.671259836	-2.037054867	1 5	15 56	NA
oak	107	107	107	2008	54.63314864	-5.945056894	2.003667869	10 2	106 29	NA
oak	134	134	134	2008	57.22159373	-5.667301868	4.592112958	16 3	164 35	NA
oak	122	122	122	2008	53.23373328	-2.740047867	0.604252505	7 7	74 70	NA
oak	122	122	122	2008	52.58617168	-1.210308798	-0.043309096	5 9	59 90	NA
oak	114	114	114	2008	51.73293086	-2.454628435	-0.896549916	4 7	40 73	NA
oak	104	104	104	2008	52.3516674	-1.593279413	-0.27781338	5 8	54 85	NA
oak	123	123	123	2008	53.49025775	-0.023952354	0.860776974	8 10	80 106	NA
oak	119	119	119	2008	50.94618744	0.289053099	-1.683293339	2 11	23 112	NA
oak	111	111	111	2008	53.62189289	-2.607729782	0.992412116	8 7	82 71	NA
oak	117	117	117	2008	50.90695667	-1.020019518	-1.722524102	2 9	22 93	NA
oak	113	113	113	2008	51.65859048	-0.068495468	-0.970890293	3 10	39 106	NA
oak	120	120	120	2008	51.74703943	0.445220163	-0.882441345	4 11	41 113	NA
oak	121	121	121	2008	51.74871538	0.451105983	-0.880765397	4 11	41 113	NA
oak	117	117	117	2008	53.7658619	-1.423492915	1.13638113	8 8	86 87	NA
oak	127	127	127	2008	54.7058006	-3.45258672	2.076319822	10 6	107 61	NA
oak	111	111	111	2008	51.35995924	-0.175886193	-1.269521539	3 10	32 105	NA
oak	111	111	111	2008	50.77404633	-2.279333667	-1.855434441	1 7	19 76	NA
oak	108	108	108	2008	51.46694068	0.630356733	-1.162540099	3 11	35 116	NA
oak	117	117	117	2008	50.93134825	-2.305889366	-1.69813252	2 7	22 75	NA
oak	129	129	129	2008	56.49708869	-3.067136998	3.867607916	14 6	146 66	NA
oak	108	108	108	2008	51.60934349	-0.379652183	-1.020137285	3 10	38 102	NA
oak	125	125	125	2008	52.35521043	-0.794492242	-0.274270349	5 9	54 96	NA
oak	122	122	122	2008	51.05643056	0.167480427	-1.57305022	2 11	26 110	NA
oak	127	127	127	2008	50.63619804	-3.811401361	-1.993282732	1 5	16 54	NA
oak	114	114	114	2008	52.09193928	-4.421609988	-0.537541499	4 4	49 46	NA
oak	123	123	123	2008	51.33503334	-0.376421502	-1.294447437	3 10	32 102	NA
oak	118	118	118	2008	52.31278873	-1.929546327	-0.316692042	5 8	53 80	NA
oak	116	116	116	2008	51.72929189	-0.340613938	-0.900188882	4 10	40 102	NA
oak	116	116	116	2008	51.47460336	-3.321727983	-1.154877415	3 6	35 61	NA
oak	99	99	99	2008	50.30114901	-4.899619579	-2.328331762	0 3	9 38	NA
oak	113	113	113	2008	51.00002968	-3.218409648	-1.629451099	2 6	24 62	NA
oak	125	125	125	2008	54.78643757	-1.542804532	2.156956797	10 8	108 85	NA
oak	99	99	99	2008	51.09306517	-1.642965214	-1.536415604	2 8	26 85	NA
oak	114	114	114	2008	52.59983592	-2.761797732	-0.029644855	6 6	60 69	NA
oak	105	105	105	2008	50.70779827	-2.093416998	-1.921682504	1 7	17 78	NA
oak	118	118	118	2008	52.25190808	-0.114612966	-0.377572698	5 10	52 105	NA
oak	123	123	123	2008	50.80409224	-0.058532417	-1.825388538	2 10	20 107	NA
oak	127	127	127	2008	51.68900749	0.789360057	-0.940473284	4 11	40 118	NA
oak	109	109	109	2008	51.99760621	0.745862607	-0.63187456	4 11	47 117	NA
oak	106	106	106	2008	51.55079724	-2.571072658	-1.078683538	3 7	36 72	NA
oak	131	131	131	2008	51.17229625	-0.31490947	-1.457184528	2 10	28 103	NA
oak	107	107	107	2008	51.11804449	-0.175428111	-1.511436284	2 10	27 105	NA
oak	112	112	112	2008	51.10682826	-1.304334992	-1.522652513	2 8	26 89	NA
oak	122	122	122	2008	51.57561724	-0.551140183	-1.05386354	3 10	37 100	NA
oak	115	115	115	2008	51.73585408	-1.607516152	-0.893626696	4 8	40 85	NA
oak	115	115	115	2008	51.12319994	0.975228195	-1.506280832	2 12	28 121	NA
oak	125	125	125	2008	52.04423206	-2.606504482	-0.58524872	4 7	47 71	NA
oak	113	113	113	2008	51.37087684	1.134966351	-1.258603938	3 12	33 123	NA
oak	124	124	124	2008	52.962112	-1.236231066	0.332631224	6 9	68 90	NA
oak	127	127	127	2008	52.98285896	-1.116706052	0.353378187	6 9	68 91	NA
oak	120	120	120	2008	51.79378633	-1.476516695	-0.835694449	4 8	42 87	NA
oak	111	111	111	2008	51.35076064	-0.783697571	-1.278720137	3 9	32 96	NA
oak	117	117	117	2008	51.85428662	0.157691416	-0.775194152	4 10	43 109	NA
oak	121	121	121	2008	51.35781637	-0.211879007	-1.271664407	3 10	32 104	NA
oak	113	113	113	2008	52.70083453	1.466365627	0.071353755	6 12	63 126	NA
oak	123	123	123	2008	53.32409797	-2.659037538	0.694617197	7 7	76 71	NA
oak	124	124	124	2008	53.53247509	-1.049490022	0.902994314	8 9	80 92	NA
oak	126	126	126	2008	52.96979686	-0.761084515	0.340316085	6 9	68 96	NA
oak	131	131	131	2008	53.85423516	-2.21583368	1.224754384	8 7	87 77	NA
oak	102	102	102	2008	51.10213298	-0.193195027	-1.5273478	2 10	27 105	NA
oak	122	122	122	2008	51.74291454	-0.984662387	-0.886566236	4 9	41 94	NA
oak	101	101	101	2008	54.79731768	-1.569123744	2.167836908	10 8	108 85	NA
oak	132	132	132	2008	53.07063077	-2.034286145	0.441149993	7 7	70 79	NA
oak	119	119	119	2008	52.19129833	-0.60582138	-0.438182445	5 9	51 99	NA
oak	107	107	107	2008	50.86086289	0.417031189	-1.768617887	2 11	21 114	NA
oak	119	119	119	2008	52.74125365	1.311012903	0.111772874	6 12	64 124	NA
oak	95	95	95	2008	50.82938643	-0.638261504	-1.800094343	2 9	20 99	NA
oak	124	124	124	2008	51.03975765	0.784409277	-1.589723126	2 11	26 119	NA
oak	122	122	122	2008	53.09990145	-2.307618337	0.470420675	7 7	71 75	NA
oak	125	125	125	2008	51.82199424	-3.019921828	-0.807486537	4 6	42 65	NA
oak	102	102	102	2008	51.03531692	0.092323995	-1.594163855	2 10	25 109	NA
oak	109	109	109	2008	51.58275557	-0.343070608	-1.046725207	3 10	37 102	NA
oak	99	99	99	2008	50.85081341	-1.967276312	-1.77866737	2 8	21 80	NA
oak	117	117	117	2008	53.93471305	-1.108918153	1.305232272	8 9	89 91	NA
oak	117	117	117	2008	51.60875498	-1.12946801	-1.020725799	3 9	38 92	NA
oak	115	115	115	2008	51.00544056	-3.127331882	-1.624040214	2 6	24 64	NA
oak	110	110	110	2008	53.42918755	-3.047461583	0.799706777	7 6	78 66	NA
oak	117	117	117	2008	52.226449	-0.272359993	-0.403031776	5 10	52 103	NA
oak	113	113	113	2008	52.18536182	0.148815416	-0.444118952	5 10	51 109	NA
oak	113	113	113	2008	50.80998884	-0.452886797	-1.819491931	2 10	20 101	NA
oak	118	118	118	2008	51.3615137	0.558226807	-1.267967078	3 11	33 115	NA
oak	128	128	128	2008	51.41625117	0.522448683	-1.213229606	3 11	34 115	NA
oak	119	119	119	2008	52.051915	1.128471505	-0.577565777	4 12	48 122	NA
oak	115	115	115	2008	50.73867947	-2.752449014	-1.89080131	1 6	18 69	NA
oak	107	107	107	2008	51.43821415	-2.608511519	-1.191266621	3 7	34 71	NA
oak	111	111	111	2008	51.2782391	0.185075068	-1.351241678	3 11	31 110	NA
oak	113	113	113	2008	51.64193979	-0.209395632	-0.987540988	3 10	39 104	NA
oak	118	118	118	2008	52.33371499	1.502163729	-0.295765788	5 12	55 127	NA
oak	120	120	120	2008	51.82003112	-2.483070461	-0.809449656	4 7	42 73	NA
oak	114	114	114	2008	53.7713067	-2.731266411	1.141825923	8 7	86 70	NA
oak	122	122	122	2008	51.39599659	-2.386597767	-1.233484184	3 7	33 74	NA
oak	129	129	129	2008	51.08640999	-1.081910604	-1.543070783	2 9	26 92	NA
oak	127	127	127	2008	51.98886821	-1.740741324	-0.640612563	4 8	46 83	NA
oak	130	130	130	2008	56.03057901	-3.360733652	3.401098233	13 6	136 63	NA
