species	phenology lower	phenology upper	mean phenology	year	latitude	longitude	mean centre latitude	grid_50km	grid_5km	tray
oak	106	106	106	2004	51.35802739	-0.167345027	-1.271453386	3 10	32 105	NA
oak	117	117	117	2004	51.68967726	-2.807177135	-0.93980352	3 6	39 68	NA
oak	123	123	123	2004	50.7928482	-2.967557638	-1.836632572	1 6	19 66	NA
oak	111	111	111	2004	51.32284725	-1.885145889	-1.306633523	3 8	31 81	NA
oak	130	130	130	2004	56.34279348	-5.124336736	3.713312709	14 4	144 41	NA
oak	115	115	115	2004	51.39273944	-1.044173741	-1.236741331	3 9	33 93	NA
oak	113	113	113	2004	50.7305233	-1.597551763	-1.89895748	1 8	18 85	NA
oak	110	110	110	2004	51.31919098	-0.53914243	-1.310289798	3 10	31 100	NA
oak	124	124	124	2004	51.08779003	-0.746343913	-1.541690746	2 9	26 97	NA
oak	115	115	115	2004	51.68253896	0.344814205	-0.946941812	4 11	40 112	NA
oak	117	117	117	2004	51.83305963	0.187157218	-0.796421143	4 11	43 110	NA
oak	108	108	108	2004	50.52263266	-3.581325517	-2.10684811	1 5	14 57	NA
oak	104	104	104	2004	53.79569418	-1.031404643	1.166213404	8 9	86 92	NA
oak	119	119	119	2004	54.5687198	-1.041013123	1.939239024	10 9	103 92	NA
oak	111	111	111	2004	51.42548829	-0.708359223	-1.203992481	3 9	34 97	NA
oak	138	138	138	2004	58.55846587	-3.746185341	5.928985093	19 5	192 59	NA
oak	113	113	113	2004	51.00203298	-0.118695459	-1.627447792	2 10	24 106	NA
oak	112	112	112	2004	52.60692981	-2.169817466	-0.022550963	6 7	60 77	NA
oak	122	122	122	2004	52.49201103	1.73724929	-0.137469741	5 13	58 130	NA
oak	130	130	130	2004	55.1613711	-1.601309517	2.531890329	11 8	117 85	NA
oak	138	138	138	2004	55.56522294	-2.708737938	2.935742161	12 7	126 71	NA
oak	109	109	109	2004	51.40328477	-0.306433496	-1.226196002	3 10	33 103	NA
oak	122	122	122	2004	53.24632899	-4.339430142	0.616848216	7 4	74 48	NA
oak	106	106	106	2004	51.20887843	-2.768677981	-1.420602344	2 6	29 69	NA
oak	115	115	115	2004	53.27564348	-2.446844337	0.646162704	7 7	75 74	NA
oak	122	122	122	2004	51.30174677	-1.023113348	-1.327734006	3 9	31 93	NA
oak	121	121	121	2004	51.88777227	0.423787521	-0.741708509	4 11	44 113	NA
oak	113	113	113	2004	52.60116389	1.238391203	-0.028316883	6 12	61 123	NA
oak	118	118	118	2004	52.08750257	-2.358981294	-0.541978205	4 7	48 75	NA
oak	123	123	123	2004	54.99117695	-1.835867269	2.361696173	11 8	113 82	NA
oak	112	112	112	2004	51.91257006	-0.207373865	-0.716910711	4 10	45 104	NA
oak	111	111	111	2004	51.13038583	-2.807388918	-1.499094948	2 6	27 68	NA
oak	117	117	117	2004	54.01600893	-1.485665045	1.38652815	9 8	91 86	NA
oak	128	128	128	2004	52.14337474	-0.075356163	-0.486106035	5 10	50 106	NA
oak	111	111	111	2004	55.97280041	-3.302620884	3.343319638	13 6	135 63	NA
oak	114	114	114	2004	51.9917355	0.84164938	-0.63774527	4 11	47 119	NA
oak	124	124	124	2004	50.97982545	0.316351876	-1.649655321	2 11	24 112	NA
oak	124	124	124	2004	53.26106241	-2.181350966	0.631581636	7 7	74 77	NA
oak	123	123	123	2004	50.91939464	-2.758206216	-1.710086139	2 6	22 69	NA
oak	104	104	104	2004	51.58539065	-0.338644399	-1.044090121	3 10	37 103	NA
oak	149	149	149	2004	54.64380587	-2.894055952	2.014325092	10 6	105 68	NA
oak	116	116	116	2004	51.88536309	-2.969049574	-0.744117686	4 6	44 66	NA
oak	117	117	117	2004	51.80919646	-0.331878648	-0.820284317	4 10	42 103	NA
oak	111	111	111	2004	51.44640638	-0.017019936	-1.183074395	3 10	34 107	NA
oak	126	126	126	2004	52.45594387	-2.769612688	-0.173536909	5 6	56 69	NA
oak	122	122	122	2004	52.96078372	-2.686249263	0.331302942	6 7	68 70	NA
oak	114	114	114	2004	51.53423908	-0.47892217	-1.095241693	3 10	36 101	NA
oak	126	126	126	2004	52.17312493	1.395898413	-0.45635585	5 12	51 126	NA
oak	117	117	117	2004	53.75063596	-2.730907247	1.121155183	8 7	85 70	NA
oak	121	121	121	2004	52.55424377	-0.308189603	-0.075237009	5 10	59 102	NA
oak	115	115	115	2004	51.46547836	-1.032578138	-1.164002415	3 9	34 93	NA
oak	129	129	129	2004	53.34280567	-1.169367372	0.713324894	7 9	76 91	NA
oak	112	112	112	2004	51.51179395	-0.881729376	-1.117686828	3 9	35 95	NA
oak	133	133	133	2004	53.26524175	-0.49916963	0.635760975	7 10	75 100	NA
oak	117	117	117	2004	53.8805524	-1.353463329	1.251071627	8 8	88 88	NA
oak	111	111	111	2004	52.13097078	-0.032058287	-0.498509997	4 10	49 106	NA
oak	111	111	111	2004	50.86589806	0.204108806	-1.76358272	2 11	21 111	NA
oak	106	106	106	2004	52.64702902	1.034777745	0.017548242	6 12	61 121	NA
oak	113	113	113	2004	52.80210119	1.054474029	0.172620412	6 12	65 121	NA
oak	114	114	114	2004	51.42103047	-0.289956657	-1.208450302	3 10	34 103	NA
oak	133	133	133	2004	51.98896683	-4.443722867	-0.64051395	4 4	47 46	NA
oak	104	104	104	2004	51.01387049	-3.091897388	-1.615610286	2 6	24 64	NA
oak	132	132	132	2004	53.39176053	-0.888717864	0.762279759	7 9	77 94	NA
oak	114	114	114	2004	51.42917389	-0.561530602	-1.200306881	3 10	34 100	NA
oak	96	96	96	2004	56.72988369	-2.467385494	4.100402917	15 7	151 74	NA
oak	117	117	117	2004	52.76543646	1.115657163	0.135955682	6 12	64 122	NA
oak	115	115	115	2004	51.81754056	-0.289292242	-0.81194021	4 10	42 103	NA
oak	114	114	114	2004	51.39106204	-2.20403225	-1.238418737	3 7	33 77	NA
oak	108	108	108	2004	51.1560602	-0.658697446	-1.473420576	2 9	28 98	NA
oak	113	113	113	2004	51.20471885	-2.71564652	-1.424761926	2 7	29 70	NA
oak	122	122	122	2004	52.14550553	-2.140244435	-0.48397524	4 7	49 78	NA
oak	138	138	138	2004	52.03770024	0.983102752	-0.591780531	4 12	48 120	NA
oak	122	122	122	2004	52.15155609	-3.973144008	-0.47792468	5 5	50 53	NA
oak	111	111	111	2004	51.44527725	0.09090645	-1.184203529	3 10	34 109	NA
oak	120	120	120	2004	51.61079133	0.565822976	-1.018689441	3 11	38 115	NA
oak	127	127	127	2004	51.62615108	-0.176787591	-1.003329699	3 10	38 105	NA
oak	118	118	118	2004	51.03956727	-0.376971142	-1.589913509	2 10	25 102	NA
oak	115	115	115	2004	52.25326976	-0.849996254	-0.376211017	5 9	52 95	NA
oak	99	99	99	2004	50.55053872	-3.511680036	-2.078942053	1 5	14 58	NA
oak	117	117	117	2004	51.13613365	0.279852615	-1.493347123	2 11	27 111	NA
oak	119	119	119	2004	51.25980993	-2.187685858	-1.369670843	3 7	30 77	NA
oak	134	134	134	2004	51.3118407	-2.523623279	-1.317640077	3 7	31 72	NA
oak	107	107	107	2004	51.18616496	0.269656221	-1.44331582	2 11	29 111	NA
oak	117	117	117	2004	54.89570566	-2.976032074	2.266224888	11 6	111 67	NA
oak	128	128	128	2004	54.22553427	-1.05818583	1.596053495	9 9	96 92	NA
oak	121	121	121	2004	53.2871779	-3.045484131	0.657697121	7 6	75 66	NA
oak	120	120	120	2004	50.90519374	0.315489728	-1.724287036	2 11	22 112	NA
oak	124	124	124	2004	54.64661883	-3.441176185	2.017138054	10 6	105 61	NA
oak	114	114	114	2004	52.01779925	-0.770064624	-0.611681527	4 9	47 96	NA
oak	117	117	117	2004	50.98836791	-0.107848971	-1.641112864	2 10	24 106	NA
oak	121	121	121	2004	51.61480965	-2.02665612	-1.014671126	3 7	38 79	NA
oak	110	110	110	2004	51.15880174	-1.437972221	-1.470679031	2 8	28 87	NA
oak	110	110	110	2004	53.3401844	-1.507345582	0.710703627	7 8	76 86	NA
oak	117	117	117	2004	51.04388912	-0.866184352	-1.585591654	2 9	25 95	NA
oak	116	116	116	2004	50.92623804	-2.897657451	-1.703242735	2 6	22 67	NA
oak	124	124	124	2004	56.33276904	-3.827609058	3.703288266	14 5	143 57	NA
oak	121	121	121	2004	53.82855793	-1.58823651	1.199077152	8 8	87 85	NA
oak	114	114	114	2004	53.03338119	-1.276727086	0.403900414	6 8	69 89	NA
oak	122	122	122	2004	51.07590461	0.13555519	-1.553576165	2 10	26 109	NA
oak	138	138	138	2004	52.00653603	-4.376195049	-0.622944747	4 4	47 47	NA
oak	121	121	121	2004	52.08167477	-2.138584644	-0.547806008	4 7	48 78	NA
oak	114	114	114	2004	52.11029547	-0.525111383	-0.519185305	4 10	49 100	NA
oak	117	117	117	2004	51.11866196	0.253270995	-1.51081882	2 11	27 111	NA
oak	114	114	114	2004	50.92831051	0.544341299	-1.701170265	2 11	23 115	NA
oak	116	116	116	2004	51.91001397	-0.543311862	-0.719466804	4 10	44 100	NA
oak	124	124	124	2004	50.93139354	0.48473266	-1.698087235	2 11	23 114	NA
oak	113	113	113	2004	51.80951227	-0.291249931	-0.819968507	4 10	42 103	NA
oak	126	126	126	2004	53.6341387	-1.85780693	1.004657925	8 8	83 81	NA
oak	123	123	123	2004	51.40809228	-2.514658282	-1.221388491	3 7	33 72	NA
oak	108	108	108	2004	50.90727161	-2.682629049	-1.722209169	2 7	22 70	NA
oak	110	110	110	2004	51.40777628	-0.733300784	-1.221704494	3 9	33 97	NA
oak	101	101	101	2004	50.74441534	-3.471142183	-1.885065436	1 5	18 59	NA
oak	110	110	110	2004	50.99308646	0.372591587	-1.636394317	2 11	24 113	NA
oak	131	131	131	2004	55.06307174	-3.559452669	2.433590969	11 6	115 60	NA
oak	112	112	112	2004	53.65125201	-0.028536155	1.021771234	8 10	83 106	NA
oak	125	125	125	2004	54.86771956	-2.926880939	2.238238784	11 6	110 68	NA
oak	113	113	113	2004	50.87322121	-1.864933795	-1.756259563	2 8	21 81	NA
oak	119	119	119	2004	53.73505307	-0.503027386	1.105572292	8 9	85 99	NA
oak	126	126	126	2004	57.5721334	-4.446201562	4.942652625	17 5	171 50	NA
oak	112	112	112	2004	51.64735636	-2.936503807	-0.982124418	3 6	38 67	NA
oak	146	146	146	2004	50.84619214	-4.296836812	-1.783288637	2 4	21 47	NA
oak	116	116	116	2004	53.00902382	-2.339759094	0.379543041	6 7	69 75	NA
oak	117	117	117	2004	54.60439147	-3.191977656	1.974910691	10 6	104 64	NA
oak	103	103	103	2004	51.42683302	-0.931270415	-1.202647759	3 9	34 94	NA
oak	121	121	121	2004	50.49980417	-4.062819652	-2.129676608	1 5	13 50	NA
oak	117	117	117	2004	51.36255541	-0.351029239	-1.266925367	3 10	32 102	NA
oak	135	135	135	2004	57.13400492	-2.163535004	4.504524143	16 7	160 78	NA
oak	112	112	112	2004	51.75798934	-2.483856612	-0.871491433	4 7	41 73	NA
oak	123	123	123	2004	51.00353377	-2.18949882	-1.625947008	2 7	24 77	NA
oak	120	120	120	2004	51.63585986	0.429117417	-0.993620916	3 11	39 113	NA
oak	110	110	110	2004	52.90459948	1.290741304	0.275118705	6 12	67 124	NA
oak	112	112	112	2004	55.85710555	-5.062834202	3.227624774	13 4	133 41	NA
oak	106	106	106	2004	50.73291341	-1.333974893	-1.89656737	1 8	18 89	NA
oak	111	111	111	2004	50.86684218	-3.310145993	-1.762638596	2 6	21 61	NA
oak	114	114	114	2004	52.3055497	-1.521837144	-0.323931073	5 8	53 86	NA
oak	112	112	112	2004	52.40872053	-2.258682301	-0.220760245	5 7	55 76	NA
oak	123	123	123	2004	52.57670867	-1.026017141	-0.052772107	5 9	59 93	NA
oak	114	114	114	2004	52.6491627	-1.166723116	0.019681921	6 9	61 91	NA
oak	114	114	114	2004	50.84049426	-3.16595951	-1.788986511	2 6	21 63	NA
oak	119	119	119	2004	51.34088672	-1.99707945	-1.288594057	3 8	32 80	NA
oak	116	116	116	2004	50.93738161	-1.002301831	-1.692099166	2 9	23 94	NA
oak	105	105	105	2004	52.44563524	-1.767496196	-0.183845535	5 8	56 83	NA
oak	112	112	112	2004	50.40227128	-4.134572495	-2.227209493	1 4	11 49	NA
oak	116	116	116	2004	51.85817274	-1.117113356	-0.771308037	4 9	43 92	NA
oak	114	114	114	2004	50.99817414	-0.540695018	-1.631306636	2 10	24 100	NA
oak	133	133	133	2004	57.67278417	-3.455227658	5.043303391	17 6	173 62	NA
oak	150	150	150	2004	53.18112597	-1.866788337	0.551645196	7 8	72 81	NA
oak	134	134	134	2004	55.86079627	-2.266775315	3.231315491	13 7	132 76	NA
oak	117	117	117	2004	52.9151584	-0.695719085	0.285677627	6 9	67 97	NA
oak	114	114	114	2004	53.09513589	-2.610731723	0.46565511	7 7	71 71	NA
oak	118	118	118	2004	51.72227897	0.406598428	-0.907201803	4 11	41 113	NA
oak	112	112	112	2004	50.57621688	-3.472956447	-2.053263893	1 5	15 59	NA
oak	119	119	119	2004	52.77429033	-2.376467696	0.14480955	6 7	63 74	NA
oak	119	119	119	2004	50.89024302	0.057377697	-1.73923775	2 10	22 108	NA
oak	119	119	119	2004	51.26357385	-1.084119297	-1.365906921	3 9	30 92	NA
oak	116	116	116	2004	53.37308353	-2.572616747	0.743602759	7 7	77 72	NA
oak	111	111	111	2004	52.89425765	-2.827896292	0.264776876	6 6	66 68	NA
oak	113	113	113	2004	54.0037093	-1.357659664	1.37422852	9 8	91 88	NA
oak	122	122	122	2004	50.71790275	-2.410734914	-1.911578024	1 7	18 74	NA
oak	121	121	121	2004	51.59892806	-2.059145393	-1.030552716	3 7	37 79	NA
oak	116	116	116	2004	51.11195518	-0.735690112	-1.517525596	2 9	27 97	NA
oak	118	118	118	2004	51.43059073	-2.222908131	-1.198890049	3 7	34 76	NA
oak	117	117	117	2004	51.17377719	-1.100203608	-1.455703585	2 9	28 92	NA
oak	115	115	115	2004	51.3642302	-0.781904416	-1.265250572	3 9	32 96	NA
oak	136	136	136	2004	52.14558408	1.190589651	-0.483896695	5 12	50 123	NA
oak	110	110	110	2004	52.72153523	-1.154566234	0.092054451	6 9	62 91	NA
oak	114	114	114	2004	51.21028144	0.259172832	-1.419199337	2 11	29 111	NA
oak	113	113	113	2004	51.64831307	-2.479796837	-0.981167709	3 7	38 73	NA
oak	110	110	110	2004	51.25238928	0.446109669	-1.377091499	3 11	30 114	NA
oak	124	124	124	2004	52.31849349	-0.117652932	-0.310987283	5 10	54 105	NA
oak	111	111	111	2004	52.45594387	-2.769612688	-0.173536909	5 6	56 69	NA
oak	116	116	116	2004	52.27683032	-1.934000148	-0.352650451	5 8	52 80	NA
oak	126	126	126	2004	52.08146109	-0.450174043	-0.548019685	4 10	48 101	NA
oak	128	128	128	2004	51.75211685	-0.648358948	-0.877363928	4 9	41 98	NA
oak	114	114	114	2004	51.51178782	-0.979720484	-1.117692953	3 9	35 94	NA
oak	115	115	115	2004	51.31854325	-0.731282582	-1.310937524	3 9	31 97	NA
oak	122	122	122	2004	55.87627714	-3.337747908	3.246796361	13 6	133 63	NA
oak	114	114	114	2004	52.05769033	-2.7656645	-0.571790441	4 6	48 69	NA
oak	123	123	123	2004	53.20862664	-2.564431726	0.579145865	7 7	73 72	NA
oak	120	120	120	2004	53.31692711	-0.689508408	0.687446337	7 9	76 97	NA
oak	119	119	119	2004	52.79253845	1.245180533	0.163057676	6 12	65 123	NA
oak	104	104	104	2004	52.54100104	-2.191635102	-0.088479732	5 7	58 77	NA
oak	111	111	111	2004	50.78633363	-1.614096075	-1.84314715	1 8	19 85	NA
oak	110	110	110	2004	51.69132311	0.650584967	-0.938157663	4 11	40 116	NA
oak	119	119	119	2004	54.4802982	-6.311834108	1.850817423	10 2	103 24	NA
oak	123	123	123	2004	51.06127704	1.053442315	-1.56820374	2 12	26 122	NA
oak	126	126	126	2004	56.18402563	-3.975220037	3.55454485	14 5	140 55	NA
oak	94	94	94	2004	51.61203648	-0.136911981	-1.017444292	3 10	38 105	NA
oak	122	122	122	2004	53.59240204	-2.336870609	0.962921268	8 7	82 75	NA
oak	114	114	114	2004	51.52522769	-3.213640362	-1.104253088	3 6	36 63	NA
oak	113	113	113	2004	51.44279712	-0.241658029	-1.186683658	3 10	34 104	NA
oak	108	108	108	2004	52.37101249	-1.764950195	-0.258468282	5 8	54 83	NA
oak	115	115	115	2004	52.4017934	-2.066097057	-0.227687372	5 7	55 79	NA
oak	114	114	114	2004	53.44097286	-2.010499093	0.81149208	7 7	78 79	NA
oak	126	126	126	2004	51.98796615	-1.043206977	-0.641514626	4 9	46 93	NA
oak	112	112	112	2004	50.76805778	-1.917702943	-1.861423	1 8	19 81	NA
oak	128	128	128	2004	53.22918803	-2.362472608	0.599707255	7 7	74 75	NA
oak	110	110	110	2004	50.54574728	-4.157985105	-2.083733491	1 4	14 49	NA
oak	107	107	107	2004	50.95908404	-1.643992198	-1.670396739	2 8	23 85	NA
oak	108	108	108	2004	53.89755503	-0.959045543	1.268074259	8 9	89 93	NA
oak	122	122	122	2004	51.76376788	-1.260974919	-0.865712897	4 9	41 90	NA
oak	134	134	134	2004	56.64697801	-2.710967666	4.017497239	15 7	150 71	NA
oak	117	117	117	2004	54.93264662	-3.168893042	2.303165845	11 6	112 65	NA
oak	112	112	112	2004	52.74230327	-1.167495988	0.112822497	6 9	63 91	NA
oak	120	120	120	2004	51.6438839	-1.939254961	-0.985596873	3 8	38 80	NA
oak	121	121	121	2004	50.87796375	0.501791559	-1.751517023	2 11	22 115	NA
oak	116	116	116	2004	52.87904303	1.336374468	0.249562257	6 12	67 124	NA
oak	116	116	116	2004	51.82781127	-4.619311581	-0.801669506	4 4	43 43	NA
oak	121	121	121	2004	51.89475725	-0.873702664	-0.734723522	4 9	44 95	NA
oak	111	111	111	2004	52.47539319	-1.904760101	-0.154087587	5 8	57 81	NA
oak	110	110	110	2004	52.87274491	-0.854482828	0.243264131	6 9	66 95	NA
oak	124	124	124	2004	51.75262484	-3.222625156	-0.876855938	4 6	41 63	NA
oak	119	119	119	2004	50.89439244	0.439089054	-1.735088337	2 11	22 114	NA
oak	115	115	115	2004	52.77789339	1.287099661	0.148412616	6 12	65 124	NA
oak	133	133	133	2004	56.42052235	-3.517292489	3.791041577	14 6	145 61	NA
oak	119	119	119	2004	56.51819424	-3.303397578	3.888713464	14 6	147 63	NA
oak	114	114	114	2004	52.27519077	0.944787665	-0.35429001	5 12	53 120	NA
oak	110	110	110	2004	51.00812809	-1.341445561	-1.621352688	2 8	24 89	NA
oak	109	109	109	2004	53.96380289	-0.832404677	1.334322117	9 9	90 95	NA
oak	114	114	114	2004	50.87651524	-1.286448407	-1.752965537	2 9	21 90	NA
oak	111	111	111	2004	51.19309684	0.442967521	-1.436383932	2 11	29 114	NA
oak	128	128	128	2004	56.6575862	-3.104293843	4.028105424	15 6	150 66	NA
oak	102	102	102	2004	50.75571277	-3.355242459	-1.873768003	1 6	19 60	NA
oak	119	119	119	2004	51.35620401	1.145456452	-1.273276767	3 12	33 123	NA
oak	114	114	114	2004	53.33079668	-0.812218065	0.701315906	7 9	76 95	NA
oak	105	105	105	2004	52.17201289	-1.640247771	-0.457467886	5 8	50 84	NA
oak	117	117	117	2004	53.40196979	-0.828286678	0.772489019	7 9	78 95	NA
oak	106	106	106	2004	50.94585671	-0.458345893	-1.683624068	2 10	23 101	NA
oak	110	110	110	2004	51.13534542	0.848772153	-1.494135358	2 11	28 119	NA
oak	122	122	122	2004	51.37628904	-2.363443858	-1.253191737	3 7	32 74	NA
oak	119	119	119	2004	50.79221176	-1.978425721	-1.837269014	1 8	19 80	NA
oak	111	111	111	2004	53.42014516	-1.316828973	0.790664387	7 8	78 89	NA
oak	116	116	116	2004	51.82781127	-4.619311581	-0.801669506	4 4	43 43	NA
oak	123	123	123	2004	50.99274427	-3.387785599	-1.63673651	2 6	24 60	NA
oak	106	106	106	2004	52.11956559	1.292539428	-0.50991518	5 12	50 125	NA
oak	123	123	123	2004	51.75655211	-0.809048586	-0.872928667	4 9	41 96	NA
oak	136	136	136	2004	51.1231066	1.281095123	-1.506374179	2 12	28 125	NA
oak	122	122	122	2004	52.17770463	-2.242714543	-0.45177614	5 7	50 76	NA
oak	113	113	113	2004	52.94749317	-0.967109091	0.318012396	6 9	67 93	NA
oak	122	122	122	2004	51.30597851	-2.415965792	-1.323502263	3 7	31 74	NA
oak	117	117	117	2004	51.09571989	-0.403168794	-1.533760889	2 10	26 102	NA
oak	112	112	112	2004	51.21069543	-2.765845047	-1.418785346	2 6	29 69	NA
oak	121	121	121	2004	51.54358276	-0.915559686	-1.085898017	3 9	36 95	NA
oak	117	117	117	2004	51.05310822	0.384220406	-1.576372556	2 11	26 113	NA
oak	106	106	106	2004	51.95073631	0.900184322	-0.678744462	4 11	46 119	NA
oak	128	128	128	2004	52.70873189	-2.355181337	0.079251117	6 7	62 75	NA
oak	132	132	132	2004	55.59249361	-3.813667592	2.963012834	12 5	126 57	NA
oak	118	118	118	2004	52.92256173	-0.634509596	0.293080951	6 9	67 98	NA
oak	119	119	119	2004	51.32288256	-0.699762043	-1.306598216	3 9	31 98	NA
oak	114	114	114	2004	51.73371484	-1.332405447	-0.895765936	4 8	40 89	NA
oak	117	117	117	2004	51.7303318	-1.220962923	-0.899148972	4 9	40 90	NA
oak	122	122	122	2004	50.88089444	-1.021987677	-1.748586337	2 9	21 93	NA
oak	125	125	125	2004	53.70347679	-0.033670721	1.073996018	8 10	84 105	NA
oak	122	122	122	2004	52.331193	-0.026426236	-0.298287775	5 10	54 106	NA
oak	121	121	121	2004	52.5095996	-3.312784423	-0.119881172	5 6	58 62	NA
oak	119	119	119	2004	53.57072301	-0.559352598	0.941242238	8 9	81 99	NA
oak	136	136	136	2004	56.70922204	-2.467129159	4.079741262	15 7	151 74	NA
oak	126	126	126	2004	53.36996364	-2.005972436	0.740482868	7 7	77 79	NA
oak	115	115	115	2004	52.02435131	-0.710128	-0.605129469	4 9	47 97	NA
oak	121	121	121	2004	53.39073121	-2.914190288	0.761250434	7 6	77 67	NA
oak	122	122	122	2004	53.39073121	-2.914190288	0.761250434	7 6	77 67	NA
oak	124	124	124	2004	52.67926271	-1.458604092	0.049781934	6 8	61 87	NA
oak	117	117	117	2004	52.75622346	-1.386527953	0.126742681	6 8	63 88	NA
oak	114	114	114	2004	51.35145101	1.053200238	-1.278029761	3 12	33 122	NA
oak	108	108	108	2004	51.35647513	-0.242092691	-1.273005642	3 10	32 104	NA
oak	120	120	120	2004	53.0760752	-0.780427576	0.446594423	7 9	70 96	NA
oak	118	118	118	2004	51.85991238	-1.602082056	-0.769568393	4 8	43 85	NA
oak	114	114	114	2004	51.61721211	-0.363482946	-1.012268665	3 10	38 102	NA
oak	109	109	109	2004	50.83900382	-0.277232565	-1.790476953	2 10	21 104	NA
oak	122	122	122	2004	52.57589961	-3.162766333	-0.053581164	5 6	59 64	NA
oak	131	131	131	2004	50.8111176	-0.403169489	-1.81836318	2 10	20 102	NA
oak	112	112	112	2004	52.82705948	1.131945223	0.197578707	6 12	66 122	NA
oak	111	111	111	2004	50.98166181	-0.744930233	-1.647818968	2 9	24 97	NA
oak	111	111	111	2004	52.49135695	-1.709816496	-0.138123829	5 8	57 83	NA
oak	114	114	114	2004	51.30833505	1.119218615	-1.321145724	3 12	32 123	NA
oak	118	118	118	2004	53.40149303	-2.917429193	0.772012257	7 6	77 67	NA
oak	121	121	121	2004	51.18559111	0.771167528	-1.443889668	2 11	29 118	NA
oak	129	129	129	2004	53.43226987	-1.110428353	0.802789093	7 9	78 91	NA
oak	122	122	122	2004	53.5859747	-1.398752042	0.95649393	8 8	82 87	NA
oak	121	121	121	2004	52.83481705	-0.932672415	0.205336275	6 9	65 94	NA
oak	67	67	67	2004	50.87650947	0.019814041	-1.752971309	2 10	22 108	NA
oak	101	101	101	2004	51.0787075	-0.338783785	-1.550773278	2 10	26 103	NA
oak	97	97	97	2004	51.03599011	-4.249156313	-1.593490663	2 4	25 48	NA
oak	114	114	114	2004	51.02296636	-0.509973337	-1.606514418	2 10	25 100	NA
oak	114	114	114	2004	50.90624304	0.068039852	-1.723237735	2 10	22 109	NA
oak	115	115	115	2004	51.05848099	-1.340731787	-1.570999781	2 8	25 89	NA
oak	121	121	121	2004	56.18327542	-4.421547095	3.553794647	14 4	140 49	NA
oak	118	118	118	2004	53.81992176	-1.708320472	1.190440982	8 8	87 83	NA
oak	125	125	125	2004	50.99417553	-2.041712855	-1.635305248	2 7	24 79	NA
oak	120	120	120	2004	51.9599079	-1.430925171	-0.669572876	4 8	45 87	NA
oak	122	122	122	2004	51.26660404	-0.436171047	-1.362876731	3 10	30 101	NA
oak	113	113	113	2004	52.94381556	0.492836302	0.314334782	6 11	68 113	NA
oak	116	116	116	2004	52.18732989	0.979008685	-0.442150885	5 12	51 120	NA
oak	115	115	115	2004	51.12543363	0.658667696	-1.504047144	2 11	27 117	NA
oak	119	119	119	2004	50.54426366	-4.702772244	-2.085217112	1 4	15 41	NA
oak	115	115	115	2004	51.00736155	-2.191281814	-1.622119224	2 7	24 77	NA
oak	110	110	110	2004	51.85512564	0.911457596	-0.774355137	4 12	44 120	NA
oak	98	98	98	2004	53.84707711	-1.802369269	1.217596332	8 8	87 82	NA
oak	121	121	121	2004	51.42387314	-0.299919084	-1.205607638	3 10	34 103	NA
oak	113	113	113	2004	50.76538777	-2.015545348	-1.864093006	1 7	19 79	NA
oak	138	138	138	2004	57.10115549	-2.911118529	4.471674718	16 6	160 68	NA
oak	117	117	117	2004	51.97878184	-4.703841599	-0.650698937	4 4	46 42	NA
oak	116	116	116	2004	52.99033564	-1.037596333	0.360854869	6 9	68 92	NA
oak	124	124	124	2004	52.37689876	-0.172467884	-0.252582012	5 10	55 104	NA
oak	94	94	94	2004	52.36852287	-2.077796797	-0.260957907	5 7	54 78	NA
oak	117	117	117	2004	50.69387148	-2.332656601	-1.935609295	1 7	17 75	NA
oak	119	119	119	2004	53.3399534	-0.580659796	0.71047262	7 9	76 98	NA
oak	119	119	119	2004	50.84640548	-2.43600975	-1.783075293	2 7	21 73	NA
oak	113	113	113	2004	53.43484406	-0.703947626	0.805363285	7 9	78 97	NA
oak	115	115	115	2004	52.00165317	-2.142706911	-0.627827601	4 7	46 78	NA
oak	135	135	135	2004	53.3546816	-1.980429756	0.725200826	7 8	76 80	NA
oak	124	124	124	2004	50.82611565	-0.785992538	-1.803365124	2 9	20 97	NA
oak	114	114	114	2004	51.2811802	0.691431714	-1.348300579	3 11	31 117	NA
oak	129	129	129	2004	54.08642309	-1.564287657	1.456942315	9 8	93 85	NA
oak	108	108	108	2004	51.57822223	-0.40529389	-1.051258549	3 10	37 102	NA
oak	115	115	115	2004	51.89951812	-0.727658882	-0.729962658	4 9	44 97	NA
oak	127	127	127	2004	51.54529444	-2.374884045	-1.08418634	3 7	36 74	NA
oak	114	114	114	2004	52.38778868	1.078688265	-0.241692091	5 12	56 121	NA
oak	107	107	107	2004	51.60883964	-0.408553858	-1.020641134	3 10	38 102	NA
oak	120	120	120	2004	51.12350231	-2.398606074	-1.505978462	2 7	27 74	NA
oak	120	120	120	2004	52.67915531	-1.270756975	0.049674538	6 8	61 89	NA
oak	81	81	81	2004	52.22776653	0.090826295	-0.40171425	5 10	52 108	NA
oak	118	118	118	2004	53.46424297	-2.67325716	0.834762192	7 7	79 71	NA
oak	110	110	110	2004	52.71649619	0.543611856	0.087015414	6 11	63 114	NA
oak	117	117	117	2004	53.19036206	-4.196789307	0.560881281	7 5	73 50	NA
oak	127	127	127	2004	51.70190909	-0.742470138	-0.927571682	4 9	40 97	NA
oak	121	121	121	2004	51.84021019	1.219873816	-0.789270586	4 12	44 124	NA
oak	110	110	110	2004	51.10777314	-4.162638061	-1.521707636	2 4	27 49	NA
