book_page,year,site,bander,date,time,nestID,unique_nestID,plot,plotLmt,band_in,band_out,original_band,species,dead,current_double_banded,color_combo_different,band_change,recap_betw_year,recap_witn_year,how_cap,stage_of_capt,ul_in,ll_in,ur_in,lr_in,gfe_in,ul_out,ll_out,ur_out,lr_out,gfe_out,picture,rel_status,ffm_s10,ffm_s9,ffm_s8,ffm_s7,ffm_s6,ffm_s5,ffm_s4,ffm_s3,ffm_s2,ffm_s1,ffm_p1,ffm_p2,ffm_p3,ffm_p4,ffm_p5,ffm_p6,ffm_p7,ffm_p8,ffm_p9,ffm_p10,tfm_1,tfm_2,tfm_3,tfm_4,tfm_5,tfm_6,bm_head,bm_neck,bm_back,bm_brst,bm_abd,culmen,total_head,tarsus,wing,toe,fat,weight,cone_wt,final_wt,field_sex,CHD_sex,DFA_score,DFA_sex,final_sex,how_sex,age,how_age,lat_corrected,long_corrected,total_blood_amt,genetic_blood_capillary_tube,genetic_blood_preservative,Hg_blood,ecotox_blood,stable_isotope_blood,malaria_blood,immune_blood,total_feathers_coll,Hg_feathers,pesa_feathers,contaminant_feathers,moss_feathers,AI_cloaca,AI_oral,AI_feces,fecal_sample,geo_serial_number,gps_tag_number,radio_transmitter,comments
NA,2008,barr,jchoi,08-06-16,1245,dunl803a,08dunl803a,brwfwl,out,122147108,230143730,122147108,dunl,NA,"y, but birds have different alpha code",y,y,y,n,bownet,inc,gf,-,-,m,NA,"y,gfe",-,m,-,a8,NA,band/rel,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2,57.3,25.8,124,NA,0,72,20,52,m,NA,35.34899,NA,f,chd,asy,recapture,71.26685,-156.76252,2x 0.5 tube,heparin,NA,y,NA,NA,NA,NA,4pcL,NA,NA,NA,NA,44407-411,44407-411,NA,NA,NA,NA,165.172,"old bands=122147108, gf/-:-/m banded in Barrow by Bob Gill and Japanese in 2001, engraved flag replaced previous gf "
NA,2008,barr,jchoi,08-06-16,1620,dunl803a,08dunl803a,brwfwl,out,NA,230143731,230143731,dunl,NA,"y, but birds have different alpha code",n,n,n,n,bownet,inc,-,-,-,-,NA,"y,gfe",-,m,-,a9,NA,band/rel,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3,61,27.7,124,NA,4,82.5,20,62.5,f,NA,37.66019,NA,f,chd,ahy,plumage,71.26685,-156.76252,NA,NA,NA,NA,NA,NA,NA,NA,"4pL,4pR,brst",NA,NA,NA,NA,44407-311,44407-311,44401-223,NA,NA,NA,165.446(5),NA
NA,2008,barr,jchoi,08-06-17,1150,dunl505a,08dunl505a,brwfwl,out,NA,230143732,230143732,dunl,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"y,gfe",-,m,-,c0,NA,band/rel,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7,56,25.8,122,NA,1,70,20,50,m,NA,34.72911,NA,m,chd,ahy,plumage,71.26237,-156.7859,NA,NA,NA,NA,NA,NA,NA,NA,"5pL,5pR,brst",NA,NA,NA,NA,44407-377,44407-377,44401-203,NA,NA,NA,165.522,"steps pc4, all white edged inner median coverts, except adults buff coverts"
NA,2008,barr,jchoi,08-06-19,700,dunl713a,08dunl713a,brwfwl,out,NA,230143734,230143734,dunl,NA,"y, but birds have different alpha code",n,n,n,n,bownet,inc,-,-,-,-,NA,"y,gfe",-,m,-,c2,NA,band/rel,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3,61.7,26.5,125,NA,2,78,20,58,f,NA,37.82056,NA,f,chd,sy,plumage,71.2547,-156.79285,NA,NA,NA,NA,NA,NA,NA,NA,"5pL,5pR,brst",NA,NA,NA,NA,44407-440,44407-440,44401-226,NA,NA,NA,165.609,NA
NA,2008,barr,jchoi,08-06-19,810,dunl714a,08dunl714a,brwfwl,out,NA,230143735,230143735,dunl,NA,"y, but birds have different alpha code",n,n,n,n,bownet,inc,-,-,-,-,NA,"y,gfe",-,m,-,c3,NA,band/rel,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6,59.1,25.9,124,NA,1,76,20,56,m,NA,36.74969,NA,m,chd,sy,plumage,71.25287,-156.79061,NA,NA,NA,NA,NA,NA,NA,NA,"6pL,6pR,brst",NA,NA,NA,NA,44407-375,44407-375,NA,NA,NA,NA,165.633,NA
NA,2008,barr,rgates,08-06-16,1145,dunl405a,08dunl405a,brwfwl,out,NA,223135102,223135102,dunl,NA,"y, but birds have different alpha code",n,n,n,n,bownet,inc,-,-,-,-,NA,"y,gfe",-,m,-,e1,NA,band/rel,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8,59.5,25.1,121,NA,0,68,15,53,m,NA,35.71919,NA,f,chd,sy,plumage,71.25917,-156.78908,NA,NA,NA,y,NA,NA,NA,NA,"4pL,4pR,brst",NA,NA,NA,NA,44407-395,44407-395,NA,NA,NA,NA,165.82,inner median all coverts buffy
NA,2008,barr,bhill,08-06-17,1250,dunl406a,08dunl406a,brwfwl,out,NA,223135103,223135103,dunl,NA,"y, but birds have different alpha code",n,n,n,n,bownet,inc,-,-,-,-,NA,"y,gfe",-,m,-,e2,NA,band/rel,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2,62.2,27.3,124,NA,2,97,37,60,f,NA,37.84568,NA,f,chd,sy,plumage,71.25896,-156.79666,NA,NA,NA,NA,NA,NA,NA,NA,"5pL,5pR,brst",NA,NA,NA,NA,44407-212,44407-212,44401-211,NA,NA,NA,165.795,determined sex by behavior during renesting period
NA,2008,barr,rgates,08-06-17,2325,dunl711a,08dunl711a,brwfwl,out,NA,223135105,223135105,dunl,NA,"y, but birds have different alpha code",n,n,n,n,bownet,inc,-,-,-,-,NA,"y,gfe",-,m,-,e4,NA,band/rel,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9,61.6,27.1,125,NA,0,75.5,15,60.5,m,NA,37.86553,NA,m,chd,sy,plumage,71.26124,-156.79181,NA,NA,NA,NA,NA,NA,NA,NA,"6pL,6pR,brst",NA,NA,NA,NA,44407-255,44407-255,44401-228,NA,NA,NA,165.681,buffy inner median coverts
NA,2008,barr,rgates,08-06-18,215,dunl804a,08dunl804a,brwfwl,out,NA,223135107,223135107,dunl,NA,"y, but birds have different alpha code",n,n,n,n,bownet,inc,-,-,-,-,NA,"y,gfe",-,m,-,e6,NA,band/rel,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4,60.3,26.1,125,NA,0,73,15,58,f,NA,37.85865,NA,f,chd,sy,plumage,71.26622,-156.77149,NA,NA,NA,NA,NA,NA,NA,NA,"5pL,5pR,brst",NA,NA,NA,NA,44407-261,44407-261,NA,NA,NA,NA,165.708,NA
NA,2008,barr,rgates,08-06-20,1645,dunl714a,08dunl714a,brwfwl,out,NA,223135111,223135111,dunl,NA,"y, but birds have different alpha code",n,n,n,n,bownet,inc,-,-,-,-,NA,"y,gfe",-,m,-,h1,NA,band/rel,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,63.2,27,127,NA,0,83,15,68,f,NA,39.40547,NA,f,chd,sy,plumage,71.25287,-156.79061,NA,NA,NA,NA,NA,NA,NA,NA,"5pL,5pR,brst",NA,NA,NA,NA,44407-413,44407-413,NA,NA,NA,NA,166.231,clutch collected- 4E
NA,2008,barr,rlanctot,08-06-10,1150,dunl503a,08dunl503a,brwfwl,out,NA,230143276,230143276,dunl,NA,"y, but birds have different alpha code",n,n,n,n,bownet,inc,-,-,-,-,NA,"y,gfe",-,m,-,j0,NA,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,61,27.6,123,NA,1,85.5,20,65.5,f,NA,38.31305,NA,f,chd,ahy,plumage,71.26544,-156.77843,1tube,EDTA,longmire,NA,NA,NA,NA,NA,"1pL,4pR,brst",NA,NA,NA,NA,44407-349,44407-349,44401-253,NA,NA,NA,167.172,radio placed to right of body
NA,2008,barr,jcoffey,08-06-11,1418,dunl601a,08dunl601a,brwfwl,out,NA,230143703,230143703,dunl,NA,"y, but birds have different alpha code",n,n,n,n,bownet,inc,-,-,-,-,NA,"y,gfe",-,m,-,j1,NA,band/rel,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,57.6,27.6,120,NA,1,72,20,52,m,NA,35.46355,NA,m,chd,ahy,plumage,71.26603,-156.81479,1 tube,EDTA,longmire,NA,NA,NA,NA,NA,"4pL,4pR,brst",NA,NA,NA,NA,44407-351,44407-351,44401-239,NA,NA,NA,166.82,NA
NA,2008,barr,jlamarre,08-06-14,310,dunl705a,08dunl705a,brwfwl,out,NA,230143448,230143448,dunl,NA,"y, but birds have different alpha code",n,n,n,n,bownet,inc,-,-,-,-,NA,"y,gfe",-,m,-,v2,NA,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3,60,27.4,126,NA,1,78,13.5,64.5,f,NA,38.98229,NA,f,chd,ahy,plumage,71.25143,-156.7887,2x 0.5 tube,heparin,NA,y,NA,NA,NA,NA,"1pL,1pR,brst,1pcovL,1pcovR",NA,NA,NA,NA,44407-441,44407-441,NA,NA,NA,NA,166.422,NA
NA,2008,barr,jlamarre,08-06-16,1400,dunl505a,08dunl505a,brwfwl,out,NA,230143450,230143450,dunl,NA,"y, but birds have different alpha code",n,n,n,n,bownet,inc,-,-,-,-,NA,"y,gfe",-,m,-,v4,NA,band/rel,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6,59.2,26.4,121,NA,0,74,13.5,60.5,f,NA,37.6723,NA,f,chd,sy,plumage,71.26237,-156.7859,NA,NA,NA,NA,NA,NA,NA,NA,"5pL,5pR,brst,ppcov5L,ppcov5R",NA,NA,NA,NA,44407-495,44407-495,NA,NA,NA,NA,164.191,"no droplets on pp covs, age?"
NA,2008,barr,bhill,08-06-16,1530,dunl051a,08dunl051a,brwfwl,out,NA,230144064,230144064,dunl,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"y,gfe",-,m,-,x2,NA,band/rel,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4,61.9,26.3,125,NA,2,81.5,15,66.5,f,NA,38.04081,NA,f,chd,ahy,plumage,71.26488,-156.82501,NA,NA,NA,NA,NA,NA,NA,NA,"4pL,4pR,brst",NA,NA,NA,NA,44407-499,44407-499,44401-263,NA,NA,NA,165.358,"old combo was: y,gfe,X2/-:m/-"
NA,2008,barr,jcoffey,08-06-12,1100,dunl703a,08dunl703a,brwfwl,out,NA,230144053,230144053,dunl,NA,"y, but birds have different alpha code",n,n,n,n,bownet,inc,-,-,-,-,NA,"y,gfe",-,m,-,y0,NA,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9,67.1,27.7,124,NA,2,80.5,15,63.1,f,NA,39.76014,NA,f,chd,ahy,plumage,71.25403,-156.85126,NA,NA,NA,NA,NA,NA,NA,NA,"1pL,1pR,brst",NA,NA,NA,NA,44407-208,44407-208,NA,NA,NA,NA,166.606,NA
NA,2008,barr,jchoi,08-06-13,930,dunl509a,08dunl509a,brwfwl,out,NA,230144056,230144056,dunl,NA,"y, but birds have different alpha code",n,n,n,n,bownet,inc,-,-,-,-,NA,"y,gfe",-,m,-,y3,NA,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.1,62.4,26.6,127,NA,2,84.5,17.5,67,f,NA,39.12867,NA,f,chd,ahy,plumage,71.27234,-156.75685,3x (0.5 tube),heparin,NA,y,NA,NA,NA,NA,"3pR,3pL,3pcR,3pcL,brst",NA,NA,NA,NA,44407-475,44407-475,NA,NA,NA,NA,166.257,all inner median coverts have white edges
NA,2008,barr,bhill,08-06-15,1331,dunl602a,08dunl602a,brwfwl,out,162116553,162116553,162116553,dunl,NA,y,n,n,y,n,bownet,inc,-,"y,gf",m,"y,lb,o",NA,-,"y,gf",m,"y,lb,o",NA,NA,band/rel,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6,57,26.9,122,NA,4,70.5,15,55.5,m,m,35.16048,NA,m,chd,ahy,recapture,71.26556,-156.81393,NA,NA,NA,NA,NA,NA,NA,NA,"6pL,6pR,brst",NA,NA,NA,NA,44407-292,44407-292,NA,NA,NA,NA,165.33,"renewed lb color band, same color - metal band same dunl600-2005"
NA,2008,barr,rgates,08-06-21,1500,dunl602a,08dunl602a,brwfwl,out,162116553,162116553,162116553,dunl,NA,y,n,y,n,y,bownet,inc,-,"y,gf",m,"y,lb,o",NA,-,"y,gf",m,"y,lb,o",NA,NA,band/rel,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,55,26.3,123,NA,3,71.5,15,56.5,m,m,35.0718,NA,m,chd,ahy,recapture,71.26556,-156.81393,NA,NA,NA,NA,NA,NA,NA,NA,"6pL,6pR,brst",NA,NA,NA,NA,44407-353,44407-353,NA,NA,NA,NA,165.181,"radio fell off, new radio added lower on rump, radio replaced again on 18 july, dunl600-2005"
NA,2008,barr,rgates,08-07-18,1532,dunl602b,08dunl602b,brwfwl,out,162116553,162116553,162116553,dunl,NA,y,n,y,n,y,bownet,inc,-,"y,gf",m,"y,lb,o",NA,-,"y,gf",m,"y,lb,o",NA,NA,band/rel,0,0,0,0,0,0,0,0,1,2,4,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,5,NA,NA,NA,m,m,NA,NA,m,chd,ahy,recapture,71.26905,-156.80315,NA,NA,NA,NA,NA,NA,NA,NA,"1pL,1pR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.782,"new radio added for the 3rd time!, new feather sample taken"
NA,2008,barr,rgates,08-06-21,1400,dunl051a,08dunl051a,brwfwl,out,NA,223135112,223135112,dunl,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,y,"lb,dg","gf,y",m,NA,NA,band/rel,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1,60,25.7,124,NA,4,72.5,15,57.5,m,NA,37.07263,NA,m,chd,ahy,plumage,71.26488,-156.82501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44407-449,44407-449,NA,NA,NA,NA,165.582," old combo was: y,gfe,h2/-:m/-; 4 eggs collected , 2 broken during trapping, old radio=165496, recap on 18 july by rg"
NA,2008,barr,rgates,08-07-11,1515,dunl505b,08dunl505b,brwfwl,out,230143732,223135122,230143732,dunl,NA,n,n,y,n,y,bownet,inc,"y,gfe",-,m,-,c0,y,"lb,o","gf,y",m,NA,NA,band/rel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,NA,NA,NA,m,prior year,ahy,plumage,71.26134,-156.78686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.522,"old color flag damaged and replaced, new color combo added,old combo=y,gfe,c0/-:m/- (SAME YEAR);  radio reattached was old radio, no change in frequency; recpatured twice but 2 entries not recorded in e-file"
NA,2008,barr,rgates,08-07-11,1630,dunl505c,08dunl505c,brwfwl,out,NA,223135123,223135123,dunl,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,y,"lb,r","gf,y",m,NA,NA,band/rel,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35.1,59,26.6,125,NA,1,76,15,61,m,NA,37.53393,NA,m,chd,ahy,plumage,71.24656,-156.81447,NA,NA,NA,NA,NA,NA,NA,NA,"1pL,1pR,brst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.633,new mate for 505a divorced female
NA,2008,barr,rgates,08-06-15,1425,dunl400a,08dunl400a,brwfwl,out,NA,223135101,223135101,dunl,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,y,"lb,y","gf,y",m,NA,NA,band/rel,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,58.5,25.7,121,NA,1,68,15,53,m,NA,35.86075,NA,m,chd,ahy,plumage,71.25363,-156.7701,"2x 0.5 tube, 1x 0.25",heparin,NA,y,NA,NA,NA,NA,"5pL,4pL,5pR,brst",NA,NA,NA,NA,44407-398,44407-398,NA,NA,NA,NA,166.096,"old radio=166795, recap on 12 july by rg"
NA,2008,barr,rgates,08-06-18,45,dunl406a,08dunl406a,brwfwl,out,NA,223135106,223135106,dunl,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,y,"o,dg","gf,y",m,NA,NA,band/rel,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1,63.2,26.8,126,NA,0,72,15,57,m,NA,37.77775,NA,m,chd,sy,plumage,71.25896,-156.79666,NA,NA,NA,NA,NA,NA,NA,NA,"4pL,4pR,brst",NA,NA,NA,NA,44407-232,44407-232,44401-229,NA,NA,NA,166.706,"buffy inner median coverts, old combo=y,gfe,e5/-:m/- (SAME YEAR), old radio=165732, determined sex by behavior during renesting period"
NA,2008,barr,rgates,08-06-12,1110,dunl709a,08dunl709a,brwfwl,out,NA,230143723,230143723,dunl,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,y,"o,y","gf,y",m,NA,NA,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9,56.3,25.3,119,NA,0,74,21.4,52.6,m,NA,34.14736,NA,m,chd-mate,ahy,plumage,71.25927,-156.79159,NA,NA,NA,NA,NA,NA,NA,NA,"2pL,2pR,brst,2pcovL,2pcovR",NA,NA,NA,NA,44407-468,44407-468,NA,NA,NA,NA,165.446,"old combo=y,gfe,a1/-:m/-, old radio=164691, recap 8 july by rg"
NA,2008,barr,jlamarre,08-06-14,1600,dunl400a,08dunl400a,brwfwl,out,NA,230143449,230143449,dunl,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,y,"r,dg","gf,y",m,NA,NA,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8,58.4,25.9,122,NA,0,79,12.5,66.5,f,NA,38.32838,NA,f,chd,ahy,plumage,71.25363,-156.7701,2x 0.5 tube,heparin,NA,y,NA,NA,NA,NA,"p1R,p1L, pc1R,pc1L, brst",NA,NA,NA,NA,44407-267,44407-267,NA,NA,NA,NA,165.37,"old combo=y,gfe,v3/-:m/-, old radio removed on 11 jul 08 by rg"
NA,2008,barr,bhill,08-06-13,615,dunl600a,08dunl600a,brwfwl,out,NA,230144054,230144054,dunl,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,y,"r,lb","gf,y",m,NA,NA,band/rel,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3,56.6,25.8,121,NA,1,76.5,14.4,62.1,m,NA,36.72531,NA,m,chd,ahy,plumage,71.26324,-156.81981,NA,NA,NA,NA,NA,NA,NA,NA,"5pL,5pR,brst",NA,NA,NA,NA,44407-282,44407-282,NA,NA,NA,NA,166.107,"inner median all coverts white edged; radio on during weight,old combo= y,gfe,y2/-:m/-, old radio=165006 recap on 9 july by rg"
NA,2008,barr,rgates,08-07-08,1438,dunl505b,08dunl505b,brwfwl,out,NA,223135121,223135121,dunl,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,y,"r,o","gf,y",m,NA,NA,band/rel,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7,64.8,26.7,126,NA,0,89,32,57,f,NA,39.87909,NA,f,culmen,ahy,plumage,71.26134,-156.78686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new mate of dunl505a, female divorced and renested=dunl505c"
NA,2008,barr,jchoi,08-06-13,1345,dunl509a,08dunl509a,brwfwl,out,NA,230144057,230144057,dunl,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,y,"r,y","gf,y",m,NA,NA,band/rel,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.6,60.6,26.1,126,NA,2,73.5,17.5,56,m,NA,37.45754,NA,m,chd,ahy,plumage,71.27234,-156.75685,NA,NA,NA,NA,NA,NA,NA,NA,"5pL,5pR,brst",NA,NA,NA,NA,44407-238,44407-238,NA,NA,NA,NA,165.82,"old combo=y,gfe,y4/-:m/-, old radio=164721, recap on 9 jul by rg"
NA,2008,barr,bhill,08-07-16,NA,lbdo227,08lbdo227,brw2,in,123233176,NA,123233176,lbdo,y,NA,n,n,n,y,dead,dead,"lb,o",-,"gf,y",m,NA,"lb,o",-,"gf,y",m,NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,NA,NA,NA,f,culmen,ahy,plumage,71.2937,-156.6427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Found depredated, feathers around body - SNOWs nearby"
NA,2008,barr,jaldabe,08-06-23,1245,sesa806,08sesa806,brw2,in,228156124,228156124,228156124,sesa,y,NA,n,n,n,y,dead,dead,-,"y,o,y",m,"gf,y",NA,-,"y,o,y",m,"gf,y",NA,NA,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,NA,NA,NA,m,prior year,ahy,plumage,71.29035,-156.64858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,male found dead (eaten) on 23 jun08
15.19/15.31,2008,barr,rlanctot,08-07-08,1413,amgp334,08amgp334,brw3,in,NA,160369593,160369593,amgp,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gf,y",m,"y,dg",-,NA,NA,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24.6,57.8,46.4,183,NA,0,177,15,162,m,NA,NA,NA,m,chd,ahy,plumage,71.27136,-156.53271,1 tube,EDTA,longmire,NA,NA,NA,NA,NA,"10sL,10sR",NA,NA,NA,NA,44398-466,44398-466,NA,NA,NA,NA,NA,recaptured on 10 july for blood
1.01,2009,barr,syezerinac,09-06-30,1115,sesa512,09sesa512,brw1,in,NA,225118960,225118960,sesa,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,-,"lb,dg,lb","gf,y",m,NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16.4,38.1,21.4,98,NA,2,40,13,27,m,NA,NA,NA,m,culmen,ahy,plumage,71.29653,-156.63133,NA,NA,NA,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44485-130,44485-130,NA,NA,NA,NA,NA,band number may be wrong later I noticed that seemed to match rest of string???
1.02,2009,barr,syezerinac,09-06-30,1130,dunl546,09dunl546,brw1,in,223135007,223135007,223135007,dunl,NA,n,n,n,y,n,bownet,inc,m,"o,dg,o",-,"gf,y",NA,m,"o,dg,o",-,"gf,y",NA,n,band/rel,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5,60.5,25.9,127,NA,0,76,17.1,58.9,m,f,37.74774,NA,f,chd,asy,recapture,71.29939,-156.63964,1x0.5,EDTA,longmire,NA,NA,y,NA,NA,brst,NA,NA,NA,NA,44485-150,44485-150,NA,NA,NA,NA,167.192,NA
1.03,2009,barr,syezerinac,09-06-30,1750,dunl918,09dunl918,brw1,out,NA,230143693,230143693,dunl,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gf,y",m,"dg,lb",r,NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,59.7,25.9,119,NA,0,76,14.1,61.9,m,NA,36.52076,NA,m,chd,ahy,plumage,71.29629,-156.64535,1x0.9,EDTA,longmire,NA,NA,y,NA,NA,"1pL,1pR(new),brst",NA,NA,NA,NA,44485-111,44485-111,NA,NA,NA,NA,167.22,NA
1.04,2009,barr,syezerinac,09-06-30,1550,sesa584,09sesa584,brw1,in,NA,225189607,225189607,sesa,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,-,"lb,dg,y","gf,y",m,NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,41,22.8,102,NA,0,42,12,30,f,NA,NA,NA,f,culmen,ahy,plumage,71.29602,-156.63236,NA,NA,NA,NA,NA,y,NA,NA,y,NA,NA,NA,NA,44485-178,44485-178,NA,NA,NA,NA,NA,NA
1.05,2009,barr,bhill,09-07-01,1310,reph549,09reph549,brw1,in,NA,223135227,223135227,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gf,y",m,-,"y,r,o",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,45.5,21.4,132,NA,0,63,14,49,m,NA,NA,NA,m,plumage,ahy,plumage,71.29962,-156.62723,NA,NA,NA,y,NA,y,NA,NA,"10sL,10sR","2sL,2sR",NA,NA,NA,44485-218,44485-218,NA,NA,NA,NA,NA,NA
