book_page,year,site,bander,date,time,nestID,unique_nestID,plot,plotLmt,band_in,band_out,original_band,species,dead,current_double_banded,color_combo_different,band_change,recap_betw_year,recap_witn_year,how_cap,stage_of_capt,ul_in,ll_in,ur_in,lr_in,gfe_in,ul_out,ll_out,ur_out,lr_out,gfe_out,picture,rel_status,ffm_s10,ffm_s9,ffm_s8,ffm_s7,ffm_s6,ffm_s5,ffm_s4,ffm_s3,ffm_s2,ffm_s1,ffm_p1,ffm_p2,ffm_p3,ffm_p4,ffm_p5,ffm_p6,ffm_p7,ffm_p8,ffm_p9,ffm_p10,tfm_1,tfm_2,tfm_3,tfm_4,tfm_5,tfm_6,bm_head,bm_neck,bm_back,bm_brst,bm_abd,culmen,total_head,tarsus,wing,toe,fat,weight,cone_wt,final_wt,field_sex,CHD_sex,DFA_score,DFA_sex,final_sex,how_sex,age,how_age,lat_corrected,long_corrected,total_blood_amt,genetic_blood_capillary_tube,genetic_blood_preservative,Hg_blood,ecotox_blood,stable_isotope_blood,malaria_blood,immune_blood,total_feathers_coll,Hg_feathers,pesa_feathers,contaminant_feathers,moss_feathers,AI_cloaca,AI_oral,AI_feces,fecal_sample,geo_serial_number,gps_tag_number,radio_transmitter,comments
3.14,2010,barr,rlanctot,10-06-25,1725,dunl124,10dunl124,brw5,out,223135108,223135108,223135108,dunl,NA,n,y,y,y,n,bownet,inc,"y,gfe",-,m,-,e8,"gfe,r",m,"geo,r",-,ala,y,band/rel,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,62,27.2,126,NA,1,NA,NA,NA,f,f,NA,NA,f,chd,asy,recapture,71.25945,-156.52905,190,EDTA,longmire,NA,NA,140,NA,NA,"6pL,6pR,brst",NA,NA,y,NA,44539-759,44539-759,NA,NA,12A013,NA,NA,"old combos: y,gfe,E8/-:m/- AND gfe,ALA,r/m:geo,r/-"
3.15,2010,barr,rlanctot,10-06-27,1,dunl012,10dunl012,brw5,out,NA,223135478,223135478,dunl,NA,n,y,n,n,n,bownet,inc,-,-,-,-,NA,"gfe,r",m,"geo,r",-,ajp,y,band/rel,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6,63,27.9,126,NA,2,80,16,64,f,NA,38.61568,NA,f,dfa,ahy,plumage,71.26264,-156.5164,120,Plain,longmire,NA,NA,105,NA,NA,"6pL,6pR,brst",NA,NA,y,NA,44539-691,44539-691,NA,NA,12A014,NA,NA,NA
3.16,2010,barr,rlanctot,10-06-27,131,dunl010,10dunl010,brw5,out,199177622,223135477,199177622,dunl,NA,n,y,y,y,n,bownet,inc,"o,lb,dg",-,"y,gf",-,NA,"o,lb,dg",m,"geo,r",-,NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9,59.8,27.6,126,NA,2,80,16,64,m,f,37.38695,NA,f,chd,asy,recapture,71.26424,-156.51819,165,EDTA,longmire,NA,NA,120,NA,NA,"6pL,6pR,brst",NA,NA,y,NA,44539-586,44539-586,NA,NA,12A025,NA,NA,"old combo was: o,lb,dg/-:y,gf/-; missing metal band; old metal band was supposed to be 199177622"
3.17,2010,barr,rlanctot,10-06-27,1352,dunl124,10dunl124,brw5,out,230143470,230143470,230143470,dunl,NA,n,y,y,y,n,bownet,inc,m,"o,r,dg",-,"gf,y",NA,m,"o,r,dg","geo,r",-,NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3,58.6,26.6,123,NA,0,71.5,16,55.5,m,NA,36.49655,NA,m,chd-mate,asy,recapture,71.25945,-156.52905,125,Plain,longmire,NA,NA,110,NA,NA,brst,NA,NA,y,NA,44539-526,44539-526,NA,NA,12A033,NA,NA,"old combo m/o,r,dg:-/gf,y"
3.18,2010,barr,rlanctot,10-06-29,1116,reph215,10reph215,brw3,in,NA,223135232,223135232,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gf,r",-,m,"y,dg,y",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,48.8,23.3,136,NA,1,64,16,48,m,NA,NA,NA,m,plumage,ahy,plumage,71.27082,-156.53799,20,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-623,44539-623,NA,NA,NA,NA,NA,NA
3.19,2010,barr,rlanctot,10-06-27,1546,dunl206,10dunl206,brw5,in,NA,223135476,223135476,dunl,NA,"y, geo, but birds have different alpha code",n,n,n,n,bownet,inc,-,-,-,-,NA,"gfe,r",m,"geo,r",-,amc,y,band/rel,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7,61.4,26.9,119,NA,0,72,16,56,f,NA,36.66535,NA,f,cloaca,ahy,plumage,71.26151,-156.52378,210,EDTA,longmire,NA,NA,140,NA,NA,"6pL,6pR,brst",NA,NA,y,NA,44539-531,44539-531,NA,NA,12A034,NA,NA,NA
3.21,2010,barr,rlanctot,10-06-29,1403,dunl607,10dunl607,brw5,in,230143776,230143776,230143776,dunl,NA,n,y,y,y,n,bownet,inc,o,"y,lb","gf,y",m,NA,o,"y,lb","geo,r",m,NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.9,27,122,NA,3,74,16,58,f,f,38.01554,NA,f,chd,asy,recapture,71.2637,-156.52447,140,Plain,longmire,NA,NA,120,NA,NA,"7pL,7pR,brst",NA,NA,y,NA,44539-494,44539-494,NA,NA,12A021,NA,NA,"old combo: o/y,lb:gf,y/m AND o/y,lb:geo,r/m"
3.22,2010,barr,rlanctot,10-07-05,939,sesa202,10sesa202,brw5,in,NA,229164018,229164018,sesa,NA,n,n,n,n,n,walk-in trap,inc,-,-,-,-,NA,"gfe,r",-,"y,dg,y",m,knj,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,17.9,38.8,21.4,94,NA,0,42,18,24,f,NA,NA,NA,f,culmen,ahy,plumage,71.26014,-156.52741,25,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-470,44539-470,NA,NA,NA,NA,NA,NA
3.23,2010,barr,abankert,10-07-05,1020,basa011,10basa011,brw5,out,NA,223135468,223135468,basa,NA,n,n,n,n,n,walk-in trap,inc,-,-,-,-,NA,"gf,r",-,"r,dg",m,NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,24.4,48.7,23.5,124,NA,0,61,21,40,f,NA,NA,NA,f,overall size,ahy,plumage,71.26016,-156.52815,40,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-629,44539-629,NA,NA,NA,NA,NA,NA
3.24,2010,barr,abankert,10-07-05,1057,wesa125,10wesa125,brw5,in,NA,229164017,229164017,wesa,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gfe,r",-,"y,dg,lb",m,kv,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,21.7,44,23,89,NA,1,46,18,28,m,NA,NA,NA,m,culmen,ahy,plumage,71.26186,-156.52696,65,Plain,lysis,NA,NA,y,NA,NA,"1pL,1pR,brst",NA,NA,y,NA,44539-640,44539-640,NA,NA,NA,NA,NA,NA
3.25,2010,barr,rlanctot,10-07-05,1332,dunl010,10dunl010,brw5,out,199177319,199177319,199177319,dunl,NA,"y, geo, but birds have different alpha code",y,n,n,y,bownet,inc,"gfe,r",-,"geo,r",m,akt,"gfe,r",-,"geo,r",m,akt,n,band/rel,0,0,0,0,0,0,0,0,0,0,5,5,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,77,21,56,NA,m,NA,NA,m,chd,asy,recapture,71.26424,-156.51819,130,NA,NA,NA,NA,130,NA,NA,"1pL,1pR(new),7pL,7pR(1/2)",NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,"old combo: y,gf/-:lb,r,y/m; recap for Andy's SI study"
3.26,2010,barr,rlanctot,10-07-05,1424,dunl022,10dunl022,brw3,out,168181064,168181064,168181064,dunl,NA,n,y,y,y,n,bownet,inc,-,r,m,"dg,dg",NA,"gfe,r",m,"geo,r",-,ahj,y,band/rel,0,0,0,0,0,0,0,0,0,0,5,5,5,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3,38,28,120,NA,3,77,16,61,m,m,35.94869,NA,m,chd,asy,recapture,71.26625,-156.52736,155,Plain,longmire,NA,NA,140,NA,NA,"1pL,1pR(new),7pL,7pR,brst",NA,NA,y,NA,44539-462,44539-462,NA,NA,12A020,NA,NA,NA
3.27,2010,barr,rlanctot,10-07-05,1610,dunl121,10dunl121,brw3,in,223135414,223135414,223135414,dunl,NA,"y, geo, but birds have different alpha code",n,n,n,y,bownet,inc,"gfe,r",m,"geo,r",-,auj,"gfe,r",m,"geo,r",-,auj,n,band/rel,0,0,0,0,0,0,0,0,0,0,5,5,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3,74,16,58,NA,NA,NA,NA,f,chd-mate,NA,NA,71.26994,-156.5312,140,NA,NA,NA,NA,140,NA,NA,"1pL,1pR(new)",NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,recap for Andy's SI study
3.28,2010,barr,rlanctot,10-07-05,1715,dunl615,10dunl615,brw3,out,223135415,223135415,223135415,dunl,NA,n,y,n,n,y,bownet,inc,"gfe,r",m,"geo,r",-,ane,"gfe,r",m,"geo,r",-,ane,n,band/rel,0,0,0,0,0,0,0,0,0,0,5,5,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,78,16,62,NA,NA,NA,NA,m,dfa-prior year,NA,NA,71.26984,-156.52081,140,NA,NA,NA,NA,140,NA,NA,"1pL,1pR(new)",NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,recap for Andy's SI study
3.29,2010,barr,adoll,10-07-06,1857,dunl314,10dunl314,brw5,in,162116121,162116121,162116121,dunl,NA,"y, geo, but birds have different alpha code",y,n,n,y,bownet,inc,"gfe,r",m,"geo,r",-,aun,"gfe,r",m,"geo,r",-,aun,n,band/rel,0,0,0,0,0,0,0,0,0,0,5,5,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,75,12,63,NA,m,NA,NA,m,chd,asy,recapture,71.26163,-156.51982,210,NA,NA,NA,NA,210,NA,NA,"1pL,1pR(new)",NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,"old combo: -/gf,o:m/y,lg; recap for Andy's SI study"
3.3,2010,barr,abankert,10-07-08,1118,reph009,10reph009,brw3,in,NA,223135500,223135500,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gf,r",-,m,"r,lb,r",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,21.4,46.2,21.6,129,NA,0,56,13,43,m,NA,NA,NA,m,plumage,ahy,plumage,71.26974,-156.53319,50,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-631,44539-631,NA,NA,NA,NA,NA,fright molt tail feathers
3.31,2010,barr,abankert,10-07-08,1218,wesa633,10wesa633,brw3,out,NA,229164753,229164753,wesa,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gfe,r",-,"o,dg,lb",m,nv,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,22.5,44.6,21.6,95,NA,4,41,13,28,m,NA,NA,NA,m,culmen,ahy,plumage,71.26652,-156.53033,70,Plain,lysis,NA,NA,y,NA,NA,"1pL,1pR,brst",NA,NA,y,NA,44539-601,44539-601,NA,NA,NA,NA,NA,NA
3.32,2010,barr,bhill,10-07-08,1404,pesa349,10pesa349,brw5,in,NA,223135495,223135495,pesa,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gfe,r",-,"o,lb,y",m,cmm,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,53.5,25.8,132,NA,2,74,13,61,f,NA,NA,NA,f,plumage,ahy,plumage,71.26074,-156.52028,50,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-626,44539-626,NA,NA,NA,NA,NA,NA
3.33,2010,barr,abankert,10-07-08,1512,lbdo347,10lbdo347,brw5,in,NA,127222292,127222292,lbdo,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gf,r",-,"lb,o",m,NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.6,101.1,42.8,147,NA,2,137,11,126,f,NA,NA,NA,f,culmen,ahy,plumage,71.2599,-156.52194,50,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-622,44539-622,NA,NA,NA,NA,NA,NA
3.34,2010,barr,ehsu,10-07-09,1021,sesa356,10sesa356,brw3,in,NA,224122831,224122831,sesa,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gfe,r",-,"o,r,lb",m,kpu,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,2,16.1,35.7,21.7,91,NA,2,37,14,23,m,NA,NA,NA,m,culmen,ahy,plumage,71.26778,-156.52972,80,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-506,44539-506,NA,NA,NA,NA,NA,only right side molting tail - left side all old (fright molt?)
3.35,2010,barr,ehsu,10-07-09,1145,reph214,10reph214,brw3,in,NA,224122830,224122830,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gf,r",-,m,"o,r,y",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22.5,45.7,22.1,134,NA,3,67,14,53,m,NA,NA,NA,m,plumage,ahy,plumage,71.26842,-156.53583,80,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-609,44539-609,NA,NA,NA,NA,NA,NA
3.36,2010,barr,ehsu,10-07-09,1312,reph215,10reph215,brw3,in,223135232,223135232,223135232,reph,NA,n,n,n,n,y,bownet,inc,"gf,r",-,m,"y,dg,y",NA,"gf,r",-,m,"y,dg,y",NA,y,band/rel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,68,15,53,m,NA,NA,NA,m,plumage,ahy,plumage,71.27082,-156.53799,80,EDTA,longmire,NA,NA,y,NA,NA,"9sL,9sR",NA,NA,NA,NA,44539-610,44539-610,NA,NA,NA,NA,NA,already captured and banded this year
4.01,2010,barr,bhill,10-07-09,1000,pesa429,10pesa429,brw5,out,NA,223135498,223135498,pesa,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gfe,r",-,"o,lb,dg",m,chl,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,51.6,26.9,131,NA,2,74,13,61,f,NA,NA,NA,f,plumage,ahy,plumage,71.26206,-156.52843,50,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-529,44539-529,NA,NA,NA,NA,NA,NA
4.02,2010,barr,bhill,10-07-09,1027,reph353,10reph353,brw5,in,NA,223135499,223135499,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gf,r",-,m,"r,lb,y",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,23,45.6,22.4,134,NA,0,68,13,55,m,NA,NA,NA,m,plumage,ahy,plumage,71.26324,-156.53258,50,EDTA,longmire,NA,NA,y,NA,NA,"9,10sL,10sR",NA,NA,NA,NA,44539-552,44539-552,NA,NA,NA,NA,NA,NA
4.03,2010,barr,bhill,10-07-09,1116,amgp369,10amgp369,brw5,out,NA,160369547,160369547,amgp,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gf,r",m,"geo,r","dg,y",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,22.2,57.5,45.1,187,NA,0,160,13,147,u,NA,NA,NA,u,NA,ahy,plumage,71.26508,-156.52646,50,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-567,44539-567,NA,NA,21192,NA,NA,need to verify sex
4.04,2010,barr,bhill,10-07-09,1131,reph216,10reph216,brw5,in,NA,230194063,230194063,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gf,r",-,m,"r,lb,dg",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,45.1,21.6,136,NA,1,58,13,45,m,NA,NA,NA,m,plumage,ahy,plumage,71.26387,-156.52703,50,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-513,44539-513,NA,NA,NA,NA,NA,NA
4.05,2010,barr,bhill,10-07-09,1217,reph352,10reph352,brw5,in,NA,230194013,230194013,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gf,r",-,m,"r,y,o",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,21.6,46.3,22.3,132,NA,0,60,13,47,m,NA,NA,NA,m,plumage,ahy,plumage,71.26351,-156.52223,50,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-558,44539-558,NA,NA,NA,NA,NA,NA
4.06,2010,barr,bhill,10-07-09,1310,pesa348,10pesa348,brw5,in,NA,230194014,230194014,pesa,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gfe,r",-,"o,y,o",m,chn,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,50.6,27.5,129,NA,2,71,13,58,f,NA,NA,NA,f,plumage,ahy,plumage,71.2603,-156.51625,50,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-606,44539-606,NA,NA,NA,NA,NA,NA
4.07,2010,barr,bhill,10-07-10,1449,sesa523,10sesa523,brw5,out,NA,225189643,225189643,sesa,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gfe,r",-,"dg,r,lb",m,jcj,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,18.5,40.5,22.4,100,NA,1,42,13,29,f,NA,NA,NA,f,culmen,ahy,plumage,71.25933,-156.52732,50,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-587,44539-587,NA,NA,NA,NA,NA,NA
4.09,2010,barr,bhill,10-07-10,1552,reph013,10reph013,brw5,in,NA,230194015,230194015,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gf,r",-,m,"lb,o,y",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,45.4,22.1,132,NA,1,67,13,54,m,NA,NA,NA,m,plumage,ahy,plumage,71.26387,-156.52266,25,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-554,44539-554,NA,NA,NA,NA,NA,NA
4.1,2010,barr,bhill,10-07-10,1610,sesa253,10sesa253,brw5,out,NA,225189644,225189644,sesa,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gfe,r",-,"dg,r,y",m,knp,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,18.5,40.7,23.4,102,NA,1,41,13,28,f,NA,NA,NA,f,culmen,ahy,plumage,71.26511,-156.52071,50,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-537,44539-537,NA,NA,NA,NA,NA,NA
4.11,2010,barr,bhill,10-07-10,1813,pesa364,10pesa364,brw5,in,NA,230194016,230194016,pesa,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gfe,r",-,"o,y,lb",m,cpt,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,52.2,28.6,135,NA,1,74,13,61,f,NA,NA,NA,f,plumage,ahy,plumage,71.26382,-156.52751,50,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-461,44539-461,NA,NA,NA,NA,NA,NA
4.12,2010,barr,bhill,10-07-10,1844,sesa630,10sesa630,brw5,in,NA,225189645,225189645,sesa,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gfe,r",-,"lb,dg,o",m,knn,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,17.3,38.7,20.4,99,NA,2,38,13,25,m,NA,NA,NA,m,culmen,ahy,plumage,71.26324,-156.52724,50,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-519,44539-519,NA,NA,NA,NA,NA,NA
4.13,2010,barr,bhill,10-07-10,1903,dunl361,10dunl361,brw5,in,230143281,230143281,230143281,dunl,NA,n,y,y,y,n,bownet,inc,"y,gfe",-,m,-,j6,"gfe,r",-,m,"lb,o,dg",aea,y,band/rel,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,31.9,58.6,25.5,122,NA,3,65,13,52,m,m,34.92523,NA,m,chd,asy,recapture,71.26373,-156.53105,260,EDTA,longmire,NA,NA,210,NA,NA,"1pL,1pR(new),brst",NA,NA,y,NA,44539-527,44539-527,NA,NA,NA,NA,NA,"old combo: y,gfe,J6/-:m/-"
4.14,2010,barr,bhill,10-07-10,1929,reph017,10reph017,brw5,in,NA,230194017,230194017,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gf,r",-,m,"lb,o,dg",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,46.3,22.8,133,NA,0,66,13,53,m,NA,NA,NA,m,plumage,ahy,plumage,71.26442,-156.5284,50,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-530,44539-530,NA,NA,NA,NA,NA,NA
4.15,2010,barr,bhill,10-07-10,2010,reph351,10reph351,brw5,in,NA,230194018,230194018,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gf,r",-,m,"lb,o,lb",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,47,22.1,129,NA,0,61,13,48,m,NA,NA,NA,m,plumage,ahy,plumage,71.26289,-156.5335,50,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-615,44539-615,NA,NA,NA,NA,NA,NA
4.16,2010,barr,bhill,10-07-10,2021,reph629,10reph629,brw5,in,NA,230194019,230194019,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gf,r",-,m,"lb,o,r",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,45,20.8,132,NA,0,60,13,47,m,NA,NA,NA,m,plumage,ahy,plumage,71.26294,-156.53344,50,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-564,44539-564,NA,NA,NA,NA,NA,NA
4.17,2010,barr,bhill,10-07-11,1356,wesa633,10wesa633,brw3,out,NA,229164752,229164752,wesa,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gfe,r",-,"y,r,y",m,n0,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,27.3,50.9,25.1,100,NA,2,33,2.5,30.5,f,NA,NA,NA,f,culmen,ahy,plumage,71.26652,-156.53033,70,Plain,lysis,NA,NA,y,NA,NA,"1pL,1pR",NA,NA,NA,NA,44547-259,44547-259,NA,NA,NA,NA,NA,NA
4.18,2010,barr,bhill,10-07-11,1630,dunl124,10dunl124,brw5,out,223135108,223135108,223135108,dunl,NA,n,y,n,n,y,bownet,brood,"gfe,r",m,"geo,r",-,ala,"gfe,r",m,"geo,r",-,ala,n,band/rel,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,NA,NA,NA,NA,NA,3,67,2.5,64.5,NA,f,NA,NA,f,chd,NA,NA,71.25945,-156.52905,210,NA,NA,NA,NA,210,NA,NA,"1pL,1pR(new)",NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,"old combos: y,gfe,E8/-:m/- AND gfe,ALA,r/m:geo,r/-; recap for Andy's SI study"
4.19,2010,barr,ehsu,10-07-12,1620,lbdo626,10lbdo626,brw5,in,NA,123283645,123283645,lbdo,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gf,r",-,"lb,r",m,NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,98.9,41.1,153,NA,2,132,15,117,f,NA,NA,NA,f,culmen,ahy,plumage,71.26057,-156.51423,70,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44547-263,44547-263,NA,NA,NA,NA,NA,NA
4.2,2010,barr,rdugan,10-07-13,820,reph632,10reph632,brw3,in,NA,230194053,230194053,reph,NA,n,n,n,n,n,bownet,inc,-,-,-,-,NA,"gf,r",-,m,"y,dg,o",NA,y,band/rel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22.8,47.9,22.7,137,NA,2,81,31,50,m,NA,NA,NA,m,plumage,ahy,plumage,71.26645,-156.53395,20,EDTA,longmire,NA,NA,y,NA,NA,"10sL,10sR",NA,NA,NA,NA,44539-525,44539-525,NA,NA,NA,NA,NA,fright molt tail
