year,day,species,mass,,,
1999,4,RUTU,97,,,
1999,4,RUTU,97,,,
1999,4,RUTU,100,,,
1999,4,RUTU,91,,,
1999,4,RUTU,109,,,
1999,4,RUTU,93,,,
1999,4,RUTU,121,,,
1999,4,RUTU,107,,,
1999,4,RUTU,96,,,
1999,4,RUTU,99,,,
1999,4,RUTU,86,,,
1999,4,RUTU,118,,,
1999,4,RUTU,111,,,
1999,4,RUTU,107,,,
1999,4,RUTU,80,,,
1999,4,RUTU,103,,,
1999,4,RUTU,83,,,
1999,4,RUTU,96,,,
1999,4,RUTU,93,,,
1999,4,RUTU,114,,,
1999,4,RUTU,90,,,
1999,4,RUTU,84,,,
1999,8,REKN,91,,,
1999,8,REKN,104,,,
1999,8,REKN,89,,,
1999,8,REKN,115,,,
1999,8,REKN,106,,,
1999,8,REKN,103,,,
1999,8,REKN,135,,,
1999,8,REKN,104,,,
1999,8,REKN,136,,,
1999,8,REKN,117,,,
1999,8,REKN,167,,,
1999,8,REKN,115,,,
1999,8,REKN,110,,,
1999,8,REKN,94,,,
1999,8,REKN,105,,,
1999,8,REKN,120,,,
1999,8,REKN,98,,,
1999,8,REKN,104,,,
1999,8,REKN,117,,,
1999,8,REKN,109,,,
1999,8,REKN,97,,,
1999,8,REKN,101,,,
1999,8,REKN,115,,,
1999,8,REKN,98,,,
1999,8,REKN,103,,,
1999,8,REKN,112,,,
1999,9,REKN,102,,,
1999,9,RUTU,82,,,
1999,9,RUTU,121,,,
1999,9,RUTU,78,,,
1999,9,RUTU,88,,,
1999,9,RUTU,119,,,
1999,9,RUTU,97,,,
1999,9,RUTU,105,,,
1999,9,RUTU,104,,,
1999,9,RUTU,103,,,
1999,9,RUTU,103,,,
1999,9,RUTU,103,,,
1999,9,RUTU,100,,,
1999,9,RUTU,82,,,
1999,9,RUTU,102,,,
1999,9,RUTU,83,,,
1999,9,RUTU,93,,,
1999,9,RUTU,95,,,
1999,9,RUTU,98,,,
1999,9,RUTU,91,,,
1999,9,RUTU,105,,,
1999,9,RUTU,80,,,
1999,9,RUTU,88,,,
1999,9,RUTU,84,,,
1999,9,RUTU,116,,,
1999,9,RUTU,99,,,
1999,9,RUTU,102,,,
1999,9,RUTU,99,,,
1999,9,RUTU,99,,,
1999,9,RUTU,102,,,
1999,9,RUTU,109,,,
1999,9,RUTU,90,,,
1999,9,RUTU,108,,,
1999,9,RUTU,90,,,
1999,9,RUTU,95,,,
1999,9,RUTU,96,,,
1999,9,RUTU,96,,,
1999,9,RUTU,90,,,
1999,9,RUTU,80,,,
1999,9,RUTU,126,,,
1999,9,RUTU,83,,,
1999,9,RUTU,97,,,
1999,9,RUTU,110,,,
1999,9,RUTU,107,,,
1999,9,RUTU,100,,,
1999,9,RUTU,88,,,
1999,9,RUTU,88,,,
1999,9,RUTU,108,,,
1999,9,RUTU,97,,,
1999,9,RUTU,104,,,
1999,9,RUTU,92,,,
1999,9,RUTU,97,,,
1999,9,RUTU,108,,,
1999,9,RUTU,104,,,
1999,9,RUTU,104,,,
1999,9,RUTU,102,,,
1999,9,RUTU,101,,,
1999,9,RUTU,105,,,
1999,9,RUTU,93,,,
1999,9,RUTU,103,,,
1999,9,RUTU,104,,,
1999,9,RUTU,110,,,
1999,9,RUTU,92,,,
1999,9,RUTU,98,,,
1999,9,RUTU,106,,,
1999,9,RUTU,113,,,
1999,9,RUTU,83,,,
1999,9,RUTU,90,,,
1999,9,RUTU,121,,,
1999,9,RUTU,95,,,
1999,9,RUTU,109,,,
1999,9,RUTU,99,,,
1999,9,RUTU,88,,,
1999,9,RUTU,97,,,
1999,9,RUTU,90,,,
1999,9,RUTU,83,,,
1999,9,RUTU,77,,,
1999,9,RUTU,104,,,
1999,9,RUTU,105,,,
1999,9,RUTU,103,,,
1999,9,RUTU,96,,,
1999,9,RUTU,94,,,
1999,9,RUTU,99,,,
1999,9,RUTU,102,,,
1999,9,RUTU,83,,,
1999,9,RUTU,111,,,
1999,9,RUTU,94,,,
1999,9,RUTU,94,,,
1999,9,RUTU,104,,,
1999,9,RUTU,83,,,
1999,9,RUTU,98,,,
1999,9,RUTU,78,,,
1999,9,RUTU,93,,,
1999,9,RUTU,96,,,
1999,9,RUTU,102,,,
1999,9,RUTU,97,,,
1999,9,RUTU,105,,,
1999,9,RUTU,102,,,
1999,9,RUTU,107,,,
1999,9,RUTU,103,,,
1999,9,RUTU,83,,,
1999,9,RUTU,99,,,
1999,9,RUTU,91,,,
1999,9,RUTU,105,,,
1999,9,RUTU,108,,,
1999,9,RUTU,93,,,
1999,9,RUTU,94,,,
1999,9,RUTU,80,,,
1999,9,RUTU,85,,,
1999,9,RUTU,98,,,
1999,9,RUTU,96,,,
1999,9,RUTU,115,,,
1999,9,RUTU,81,,,
1999,9,RUTU,99,,,
1999,9,RUTU,91,,,
1999,9,RUTU,102,,,
1999,9,RUTU,99,,,
1999,9,RUTU,103,,,
1999,9,RUTU,94,,,
1999,9,RUTU,111,,,
1999,9,RUTU,89,,,
1999,9,RUTU,98,,,
1999,9,RUTU,89,,,
1999,9,RUTU,96,,,
1999,9,RUTU,92,,,
1999,9,RUTU,97,,,
1999,9,RUTU,92,,,
1999,9,RUTU,110,,,
1999,9,RUTU,105,,,
1999,9,RUTU,100,,,
1999,9,RUTU,93,,,
1999,9,RUTU,108,,,
1999,9,RUTU,116,,,
1999,12,REKN,130,,,
1999,12,REKN,108,,,
1999,12,REKN,111,,,
1999,12,REKN,104,,,
1999,12,REKN,99,,,
1999,12,REKN,115,,,
1999,12,REKN,127,,,
1999,12,REKN,116,,,
1999,12,REKN,111,,,
1999,12,REKN,108,,,
1999,12,REKN,110,,,
1999,12,REKN,105,,,
1999,12,REKN,100,,,
1999,12,RUTU,92,,,
1999,12,RUTU,96,,,
1999,14,RUTU,109,,,
1999,14,RUTU,87,,,
1999,16,REKN,137,,,
1999,16,REKN,128,,,
1999,16,REKN,121,,,
1999,16,REKN,146,,,
1999,16,REKN,140,,,
1999,16,REKN,122,,,
1999,16,REKN,152,,,
1999,16,REKN,120,,,
1999,16,REKN,91,,,
1999,16,REKN,136,,,
1999,16,REKN,121,,,
1999,16,REKN,129,,,
1999,16,REKN,115,,,
1999,16,REKN,128,,,
1999,16,REKN,129,,,
1999,16,REKN,139,,,
1999,16,REKN,145,,,
1999,16,REKN,123,,,
1999,16,REKN,127,,,
1999,16,REKN,146,,,
1999,16,REKN,149,,,
1999,16,REKN,128,,,
1999,16,REKN,143,,,
1999,16,REKN,114,,,
1999,16,REKN,146,,,
1999,16,REKN,129,,,
1999,16,REKN,135,,,
1999,16,REKN,107,,,
1999,16,REKN,105,,,
1999,16,REKN,162,,,
1999,16,REKN,148,,,
1999,16,REKN,134,,,
1999,16,REKN,140,,,
1999,16,REKN,136,,,
1999,16,REKN,157,,,
1999,16,REKN,105,,,
1999,16,REKN,108,,,
1999,16,REKN,116,,,
1999,16,REKN,121,,,
1999,16,REKN,133,,,
1999,16,REKN,125,,,
1999,16,REKN,130,,,
1999,16,REKN,161,,,
1999,16,REKN,134,,,
1999,16,REKN,116,,,
1999,16,REKN,127,,,
1999,16,REKN,122,,,
1999,16,REKN,123,,,
1999,16,REKN,121,,,
1999,16,REKN,129,,,
1999,16,REKN,114,,,
1999,16,REKN,122,,,
1999,16,REKN,164,,,
1999,16,REKN,109,,,
1999,16,REKN,112,,,
1999,16,REKN,119,,,
1999,16,REKN,108,,,
1999,16,REKN,128,,,
1999,16,REKN,109,,,
1999,16,REKN,141,,,
1999,16,REKN,149,,,
1999,16,REKN,107,,,
1999,16,REKN,162,,,
1999,16,REKN,138,,,
1999,16,REKN,139,,,
1999,16,REKN,110,,,
1999,16,REKN,135,,,
1999,16,REKN,153,,,
1999,16,REKN,132,,,
1999,16,REKN,104,,,
1999,16,REKN,120,,,
1999,16,REKN,146,,,
1999,16,REKN,140,,,
1999,16,REKN,132,,,
1999,16,REKN,116,,,
1999,16,REKN,122,,,
1999,16,REKN,138,,,
1999,16,REKN,132,,,
1999,16,REKN,118,,,
1999,16,REKN,121,,,
1999,16,REKN,102,,,
1999,16,REKN,145,,,
1999,16,REKN,92,,,
1999,16,REKN,152,,,
1999,16,REKN,152,,,
1999,16,REKN,103,,,
1999,16,REKN,136,,,
1999,16,REKN,145,,,
1999,16,REKN,128,,,
1999,16,REKN,127,,,
1999,16,REKN,116,,,
1999,16,REKN,101,,,
1999,16,REKN,120,,,
1999,16,REKN,145,,,
1999,16,REKN,100,,,
1999,16,REKN,107,,,
1999,16,REKN,102,,,
1999,16,REKN,108,,,
1999,16,REKN,112,,,
1999,16,REKN,126,,,
1999,17,REKN,95,,,
1999,17,RUTU,95,,,
1999,17,RUTU,88,,,
1999,17,RUTU,109,,,
1999,17,RUTU,106,,,
1999,17,RUTU,92,,,
1999,17,RUTU,97,,,
1999,17,RUTU,96,,,
1999,17,RUTU,103,,,
1999,17,RUTU,91,,,
1999,17,RUTU,83,,,
1999,17,RUTU,129,,,
1999,17,RUTU,109,,,
1999,17,RUTU,NA,,,
1999,17,RUTU,NA,,,
1999,17,RUTU,NA,,,
1999,17,RUTU,NA,,,
1999,17,RUTU,NA,,,
1999,17,RUTU,NA,,,
1999,17,RUTU,NA,,,
1999,17,RUTU,105,,,
1999,17,RUTU,NA,,,
1999,17,RUTU,145,,,
1999,17,RUTU,NA,,,
1999,17,RUTU,NA,,,
1999,17,RUTU,NA,,,
1999,17,RUTU,NA,,,
1999,17,RUTU,NA,,,
1999,17,RUTU,NA,,,
1999,19,REKN,165,,,
1999,19,REKN,151,,,
1999,19,REKN,151,,,
1999,19,REKN,141,,,
1999,19,REKN,153,,,
1999,19,REKN,177,,,
1999,19,REKN,141,,,
1999,19,REKN,127,,,
1999,19,REKN,134,,,
1999,19,REKN,162,,,
1999,19,REKN,159,,,
1999,19,REKN,152,,,
1999,19,REKN,149,,,
1999,19,REKN,152,,,
1999,19,REKN,169,,,
1999,19,REKN,147,,,
1999,19,REKN,154,,,
1999,19,REKN,149,,,
1999,19,REKN,156,,,
1999,19,REKN,136,,,
1999,19,REKN,180,,,
1999,19,REKN,147,,,
1999,19,REKN,165,,,
1999,19,REKN,144,,,
1999,19,REKN,168,,,
1999,19,REKN,176,,,
1999,19,REKN,158,,,
1999,19,REKN,154,,,
1999,19,REKN,134,,,
1999,19,REKN,105,,,
1999,19,REKN,166,,,
1999,19,REKN,149,,,
1999,19,REKN,127,,,
1999,19,REKN,129,,,
1999,19,REKN,166,,,
1999,19,REKN,106,,,
1999,19,REKN,168,,,
1999,19,REKN,166,,,
1999,19,REKN,160,,,
1999,19,REKN,177,,,
1999,19,REKN,156,,,
1999,19,REKN,128,,,
1999,19,REKN,167,,,
1999,19,REKN,147,,,
1999,19,REKN,137,,,
1999,19,REKN,143,,,
1999,19,REKN,134,,,
1999,19,REKN,163,,,
1999,19,REKN,137,,,
1999,19,RUTU,150,,,
1999,19,RUTU,119,,,
1999,19,RUTU,111,,,
1999,19,RUTU,119,,,
1999,19,RUTU,133,,,
1999,19,RUTU,120,,,
1999,19,RUTU,132,,,
1999,19,RUTU,114,,,
1999,19,RUTU,88,,,
1999,19,RUTU,110,,,
1999,19,RUTU,109,,,
1999,19,RUTU,147,,,
1999,19,RUTU,121,,,
1999,19,RUTU,136,,,
1999,19,RUTU,137,,,
1999,19,RUTU,149,,,
1999,19,RUTU,116,,,
1999,19,RUTU,107,,,
1999,19,RUTU,122,,,
1999,19,RUTU,114,,,
1999,19,RUTU,87,,,
1999,19,RUTU,120,,,
1999,19,RUTU,NA,,,
1999,19,RUTU,147,,,
1999,19,RUTU,138,,,
1999,19,RUTU,126,,,
1999,19,RUTU,124,,,
1999,19,RUTU,97,,,
1999,19,RUTU,117,,,
1999,19,RUTU,132,,,
1999,19,RUTU,113,,,
1999,19,RUTU,152,,,
1999,21,REKN,140,,,
1999,21,REKN,188,,,
1999,21,REKN,108,,,
1999,21,REKN,183,,,
1999,21,REKN,172,,,
1999,21,REKN,176,,,
1999,21,REKN,110,,,
1999,21,REKN,184,,,
1999,21,REKN,199,,,
1999,21,REKN,173,,,
1999,21,REKN,133,,,
1999,21,REKN,177,,,
1999,21,REKN,196,,,
1999,21,REKN,181,,,
1999,21,REKN,122,,,
1999,21,REKN,101,,,
1999,21,REKN,171,,,
1999,21,REKN,145,,,
1999,21,REKN,163,,,
1999,21,REKN,191,,,
1999,21,REKN,172,,,
1999,21,REKN,166,,,
1999,21,REKN,157,,,
1999,21,REKN,100,,,
1999,21,REKN,151,,,
1999,21,REKN,194,,,
1999,21,REKN,138,,,
1999,21,REKN,168,,,
1999,21,REKN,140,,,
1999,21,REKN,187,,,
1999,21,REKN,118,,,
1999,21,REKN,109,,,
1999,21,REKN,173,,,
1999,21,REKN,178,,,
1999,21,REKN,163,,,
1999,21,REKN,168,,,
1999,21,REKN,216,,,
1999,21,REKN,192,,,
1999,21,REKN,158,,,
1999,21,REKN,165,,,
1999,21,REKN,144,,,
1999,21,REKN,129,,,
1999,21,REKN,172,,,
1999,21,REKN,137,,,
1999,21,REKN,177,,,
1999,21,REKN,179,,,
1999,21,REKN,163,,,
1999,21,REKN,166,,,
1999,21,REKN,179,,,
1999,21,REKN,155,,,
1999,21,REKN,185,,,
1999,21,REKN,157,,,
1999,21,REKN,175,,,
1999,21,REKN,172,,,
1999,21,REKN,158,,,
1999,21,REKN,180,,,
1999,21,REKN,173,,,
1999,21,REKN,157,,,
1999,21,REKN,174,,,
1999,21,REKN,168,,,
1999,21,RUTU,146,,,
1999,21,RUTU,151,,,
1999,21,RUTU,127,,,
1999,21,RUTU,115,,,
1999,21,RUTU,134,,,
1999,21,RUTU,NA,,,
1999,21,RUTU,127,,,
1999,21,RUTU,135,,,
1999,21,RUTU,131,,,
1999,21,RUTU,79,,,
1999,21,RUTU,134,,,
1999,21,RUTU,125,,,
1999,21,RUTU,148,,,
1999,21,RUTU,148,,,
1999,21,RUTU,101,,,
1999,21,RUTU,125,,,
1999,21,RUTU,129,,,
1999,21,RUTU,135,,,
1999,21,RUTU,112,,,
1999,21,RUTU,132,,,
1999,21,RUTU,125,,,
1999,21,RUTU,128,,,
1999,21,RUTU,116,,,
1999,21,RUTU,152,,,
1999,21,RUTU,NA,,,
1999,21,RUTU,112,,,
1999,21,RUTU,93,,,
1999,21,RUTU,141,,,
1999,21,RUTU,116,,,
1999,21,RUTU,115,,,
1999,21,RUTU,118,,,
1999,21,RUTU,146,,,
1999,21,RUTU,89,,,
1999,21,RUTU,118,,,
1999,24,REKN,99,,,
1999,24,REKN,133,,,
1999,24,REKN,173,,,
1999,24,REKN,148,,,
1999,24,REKN,120,,,
1999,24,REKN,176,,,
1999,24,REKN,177,,,
1999,24,REKN,145,,,
1999,24,REKN,179,,,
1999,24,REKN,149,,,
1999,24,REKN,177,,,
1999,24,REKN,132,,,
1999,24,REKN,198,,,
1999,24,REKN,143,,,
1999,24,REKN,138,,,
1999,24,REKN,190,,,
1999,24,REKN,140,,,
1999,24,REKN,150,,,
1999,24,REKN,141,,,
1999,24,REKN,108,,,
1999,24,REKN,173,,,
1999,24,REKN,187,,,
1999,24,REKN,140,,,
1999,24,REKN,114,,,
1999,24,REKN,168,,,
1999,24,REKN,113,,,
1999,24,REKN,171,,,
1999,24,REKN,195,,,
1999,24,REKN,114,,,
1999,24,REKN,156,,,
1999,24,REKN,166,,,
1999,24,REKN,114,,,
1999,24,REKN,135,,,
1999,24,REKN,115,,,
1999,24,REKN,143,,,
1999,24,REKN,124,,,
1999,24,REKN,143,,,
1999,24,REKN,176,,,
1999,24,REKN,170,,,
1999,24,REKN,109,,,
1999,24,REKN,133,,,
1999,24,REKN,137,,,
1999,24,REKN,125,,,
1999,24,REKN,134,,,
1999,24,REKN,139,,,
1999,24,REKN,119,,,
1999,24,REKN,146,,,
1999,24,REKN,193,,,
1999,24,REKN,102,,,
1999,24,REKN,201,,,
1999,24,REKN,137,,,
1999,24,REKN,166,,,
1999,24,REKN,131,,,
1999,24,REKN,151,,,
1999,24,REKN,129,,,
1999,24,REKN,136,,,
1999,24,REKN,193,,,
1999,24,REKN,153,,,
1999,24,REKN,192,,,
1999,24,REKN,156,,,
1999,24,REKN,143,,,
1999,24,REKN,149,,,
1999,24,REKN,107,,,
1999,24,RUTU,155,,,
1999,24,RUTU,138,,,
1999,24,RUTU,116,,,
1999,24,RUTU,131,,,
1999,24,RUTU,144,,,
1999,24,RUTU,141,,,
1999,24,RUTU,158,,,
1999,24,RUTU,153,,,
1999,24,RUTU,111,,,
1999,24,RUTU,151,,,
1999,24,RUTU,132,,,
1999,24,RUTU,146,,,
1999,24,RUTU,159,,,
1999,24,RUTU,138,,,
1999,24,RUTU,145,,,
1999,24,RUTU,124,,,
1999,24,RUTU,129,,,
1999,24,RUTU,86,,,
1999,24,RUTU,143,,,
1999,24,RUTU,94,,,
1999,24,RUTU,151,,,
1999,24,RUTU,97,,,
1999,24,RUTU,159,,,
1999,24,RUTU,162,,,
1999,24,RUTU,123,,,
1999,24,RUTU,104,,,
1999,24,RUTU,129,,,
1999,24,RUTU,94,,,
1999,24,RUTU,155,,,
1999,24,RUTU,162,,,
1999,24,RUTU,96,,,
1999,24,RUTU,112,,,
1999,24,RUTU,119,,,
1999,24,RUTU,147,,,
1999,24,RUTU,142,,,
1999,24,RUTU,126,,,
1999,24,RUTU,146,,,
1999,24,RUTU,132,,,
1999,24,RUTU,108,,,
1999,24,RUTU,156,,,
1999,24,RUTU,143,,,
1999,24,RUTU,97,,,
1999,24,RUTU,142,,,
1999,24,RUTU,152,,,
1999,24,RUTU,158,,,
1999,24,RUTU,115,,,
1999,24,RUTU,147,,,
1999,24,RUTU,145,,,
1999,24,RUTU,137,,,
1999,24,RUTU,115,,,
1999,24,RUTU,140,,,
1999,24,REKN,184,,,
1999,24,REKN,177,,,
1999,24,REKN,153,,,
1999,24,REKN,183,,,
1999,24,REKN,154,,,
1999,24,REKN,147,,,
1999,24,REKN,169,,,
1999,24,REKN,146,,,
1999,24,REKN,180,,,
1999,24,REKN,179,,,
1999,24,REKN,159,,,
1999,24,REKN,180,,,
1999,24,REKN,139,,,
1999,24,REKN,122,,,
1999,24,REKN,153,,,
1999,24,REKN,147,,,
1999,24,REKN,137,,,
1999,24,REKN,131,,,
1999,24,REKN,161,,,
1999,24,REKN,173,,,
1999,24,REKN,165,,,
1999,24,REKN,142,,,
1999,24,REKN,124,,,
1999,24,REKN,144,,,
1999,24,REKN,136,,,
1999,24,REKN,130,,,
1999,24,REKN,190,,,
1999,24,REKN,125,,,
1999,24,REKN,155,,,
1999,24,REKN,140,,,
1999,24,REKN,142,,,
1999,24,REKN,151,,,
1999,24,REKN,143,,,
1999,24,REKN,153,,,
1999,24,REKN,146,,,
1999,24,REKN,173,,,
1999,24,REKN,169,,,
1999,24,REKN,174,,,
1999,24,REKN,153,,,
1999,24,REKN,121,,,
1999,24,REKN,175,,,
1999,24,REKN,150,,,
1999,24,REKN,134,,,
1999,24,REKN,156,,,
1999,24,REKN,174,,,
1999,24,REKN,151,,,
1999,24,REKN,137,,,
1999,24,REKN,191,,,
1999,24,REKN,116,,,
1999,24,REKN,202,,,
1999,24,REKN,141,,,
1999,24,REKN,146,,,
1999,24,REKN,128,,,
1999,24,REKN,124,,,
1999,24,REKN,165,,,
1999,24,REKN,110,,,
1999,24,REKN,135,,,
1999,24,REKN,137,,,
1999,24,REKN,133,,,
1999,24,REKN,184,,,
1999,24,REKN,149,,,
1999,24,REKN,184,,,
1999,24,REKN,106,,,
1999,24,REKN,143,,,
1999,24,REKN,155,,,
1999,24,REKN,123,,,
1999,24,REKN,127,,,
1999,24,REKN,186,,,
1999,24,REKN,188,,,
1999,24,REKN,188,,,
1999,24,REKN,166,,,
1999,24,REKN,192,,,
1999,24,REKN,187,,,
1999,24,RUTU,151,,,
1999,24,RUTU,85,,,
1999,24,RUTU,127,,,
1999,24,RUTU,147,,,
1999,24,RUTU,140,,,
1999,24,RUTU,110,,,
1999,24,RUTU,152,,,
1999,24,RUTU,102,,,
1999,24,RUTU,93,,,
1999,24,RUTU,108,,,
1999,24,RUTU,110,,,
1999,24,RUTU,135,,,
1999,24,RUTU,105,,,
1999,24,RUTU,138,,,
1999,24,RUTU,149,,,
1999,24,RUTU,102,,,
1999,24,RUTU,130,,,
1999,24,RUTU,140,,,
1999,24,RUTU,124,,,
1999,24,RUTU,112,,,
1999,24,RUTU,130,,,
1999,24,RUTU,127,,,
1999,24,RUTU,91,,,
1999,24,RUTU,125,,,
1999,24,RUTU,89,,,
1999,24,RUTU,145,,,
1999,24,RUTU,130,,,
1999,24,RUTU,133,,,
1999,24,RUTU,134,,,
1999,24,RUTU,90,,,
1999,24,RUTU,136,,,
1999,24,RUTU,104,,,
1999,24,RUTU,123,,,
1999,24,RUTU,132,,,
1999,24,RUTU,126,,,
1999,24,RUTU,127,,,
1999,24,RUTU,137,,,
1999,24,RUTU,92,,,
1999,24,RUTU,105,,,
1999,24,RUTU,156,,,
1999,24,RUTU,116,,,
1999,24,RUTU,149,,,
1999,24,RUTU,111,,,
1999,24,RUTU,125,,,
1999,24,RUTU,138,,,
1999,24,RUTU,94,,,
1999,24,RUTU,147,,,
1999,24,RUTU,141,,,
1999,24,RUTU,88,,,
1999,24,RUTU,140,,,
1999,24,RUTU,147,,,
1999,24,RUTU,130,,,
1999,24,RUTU,169,,,
1999,24,RUTU,112,,,
1999,24,RUTU,135,,,
1999,24,RUTU,123,,,
1999,24,RUTU,111,,,
1999,24,RUTU,152,,,
1999,24,RUTU,154,,,
1999,24,RUTU,103,,,
1999,24,RUTU,148,,,
1999,24,RUTU,150,,,
1999,24,RUTU,123,,,
1999,24,RUTU,105,,,
1999,24,RUTU,116,,,
1999,24,RUTU,137,,,
1999,24,RUTU,144,,,
1999,24,RUTU,148,,,
1999,24,RUTU,132,,,
1999,24,RUTU,112,,,
1999,24,RUTU,103,,,
1999,24,RUTU,135,,,
1999,24,RUTU,134,,,
1999,24,RUTU,149,,,
1999,24,RUTU,154,,,
1999,24,RUTU,90,,,
1999,24,RUTU,100,,,
1999,24,RUTU,152,,,
1999,24,RUTU,160,,,
1999,24,RUTU,90,,,
1999,24,RUTU,140,,,
1999,24,RUTU,154,,,
1999,24,RUTU,168,,,
1999,24,RUTU,114,,,
1999,24,RUTU,112,,,
1999,24,RUTU,121,,,
1999,24,RUTU,111,,,
1999,24,RUTU,107,,,
1999,24,RUTU,145,,,
1999,24,RUTU,143,,,
1999,24,RUTU,107,,,
1999,24,RUTU,129,,,
1999,24,RUTU,144,,,
1999,24,RUTU,150,,,
1999,24,RUTU,168,,,
1999,24,RUTU,160,,,
1999,24,RUTU,135,,,
1999,24,RUTU,117,,,
1999,24,RUTU,104,,,
1999,24,RUTU,149,,,
1999,24,RUTU,163,,,
1999,24,RUTU,155,,,
1999,24,RUTU,119,,,
1999,24,RUTU,146,,,
1999,24,RUTU,150,,,
1999,24,RUTU,127,,,
1999,25,REKN,156,,,
1999,25,REKN,157,,,
1999,25,REKN,144,,,
1999,25,REKN,184,,,
1999,25,REKN,186,,,
1999,25,REKN,179,,,
1999,25,REKN,168,,,
1999,25,REKN,179,,,
1999,25,REKN,171,,,
1999,25,REKN,169,,,
1999,25,REKN,120,,,
1999,25,REKN,165,,,
1999,25,REKN,164,,,
1999,25,REKN,163,,,
1999,25,REKN,169,,,
1999,25,REKN,192,,,
1999,25,REKN,163,,,
1999,25,REKN,167,,,
1999,25,REKN,171,,,
1999,25,REKN,191,,,
1999,25,REKN,186,,,
1999,25,REKN,109,,,
1999,25,REKN,177,,,
1999,25,REKN,172,,,
1999,25,REKN,174,,,
1999,25,REKN,148,,,
1999,25,REKN,189,,,
1999,25,REKN,160,,,
1999,25,REKN,159,,,
1999,25,REKN,187,,,
1999,25,REKN,195,,,
1999,25,REKN,153,,,
1999,25,REKN,158,,,
1999,25,REKN,159,,,
1999,25,REKN,134,,,
1999,25,REKN,150,,,
1999,25,REKN,168,,,
1999,25,REKN,164,,,
1999,25,REKN,176,,,
1999,25,REKN,136,,,
1999,25,REKN,175,,,
1999,25,REKN,107,,,
1999,25,REKN,150,,,
1999,25,REKN,152,,,
1999,25,REKN,166,,,
1999,25,RUTU,138,,,
1999,25,RUTU,141,,,
1999,25,RUTU,134,,,
1999,25,RUTU,147,,,
1999,25,RUTU,119,,,
1999,25,RUTU,148,,,
1999,25,RUTU,112,,,
1999,25,RUTU,164,,,
1999,25,RUTU,141,,,
1999,25,RUTU,148,,,
1999,25,RUTU,127,,,
1999,25,RUTU,112,,,
1999,25,RUTU,153,,,
1999,25,RUTU,112,,,
1999,25,RUTU,115,,,
1999,25,RUTU,137,,,
1999,25,RUTU,125,,,
1999,25,RUTU,117,,,
1999,25,RUTU,111,,,
1999,25,RUTU,167,,,
1999,25,RUTU,139,,,
1999,25,RUTU,128,,,
1999,25,RUTU,157,,,
1999,25,RUTU,131,,,
1999,25,RUTU,144,,,
1999,25,RUTU,127,,,
1999,25,RUTU,148,,,
1999,25,RUTU,129,,,
1999,25,RUTU,142,,,
1999,25,RUTU,150,,,
1999,25,RUTU,154,,,
1999,25,RUTU,144,,,
1999,25,RUTU,120,,,
1999,25,RUTU,124,,,
1999,25,RUTU,126,,,
1999,25,RUTU,152,,,
1999,25,RUTU,150,,,
1999,25,RUTU,113,,,
1999,25,RUTU,149,,,
1999,25,RUTU,134,,,
1999,25,RUTU,108,,,
1999,25,RUTU,132,,,
1999,25,RUTU,132,,,
1999,25,RUTU,134,,,
1999,25,RUTU,144,,,
1999,25,RUTU,122,,,
1999,25,RUTU,128,,,
1999,25,RUTU,129,,,
1999,25,RUTU,158,,,
1999,25,RUTU,119,,,
1999,25,RUTU,136,,,
1999,25,RUTU,105,,,
1999,25,RUTU,136,,,
1999,25,RUTU,150,,,
1999,25,RUTU,101,,,
1999,25,RUTU,144,,,
1999,25,RUTU,125,,,
1999,25,RUTU,140,,,
1999,25,RUTU,136,,,
1999,25,RUTU,105,,,
1999,25,RUTU,103,,,
1999,25,RUTU,135,,,
1999,25,RUTU,113,,,
1999,25,RUTU,111,,,
1999,25,RUTU,124,,,
1999,25,RUTU,135,,,
1999,25,RUTU,156,,,
1999,25,RUTU,140,,,
1999,25,RUTU,149,,,
1999,25,RUTU,134,,,
1999,25,RUTU,152,,,
1999,25,RUTU,153,,,
1999,25,RUTU,158,,,
1999,25,RUTU,150,,,
1999,25,RUTU,110,,,
1999,25,RUTU,111,,,
1999,25,RUTU,124,,,
1999,25,RUTU,157,,,
1999,25,RUTU,151,,,
1999,25,RUTU,124,,,
1999,25,RUTU,127,,,
1999,25,RUTU,122,,,
1999,25,RUTU,114,,,
1999,25,RUTU,115,,,
1999,25,RUTU,152,,,
1999,25,RUTU,162,,,
1999,25,RUTU,142,,,
1999,25,RUTU,159,,,
1999,25,RUTU,110,,,
1999,25,REKN,186,,,
1999,25,REKN,183,,,
1999,25,REKN,128,,,
1999,25,REKN,161,,,
1999,25,REKN,124,,,
1999,25,REKN,161,,,
1999,25,REKN,149,,,
1999,25,REKN,172,,,
1999,25,REKN,170,,,
1999,25,REKN,146,,,
1999,25,REKN,NA,,,
1999,25,REKN,143,,,
1999,25,REKN,140,,,
1999,25,REKN,164,,,
1999,25,REKN,160,,,
1999,25,REKN,164,,,
1999,25,REKN,163,,,
1999,25,REKN,157,,,
1999,25,REKN,157,,,
1999,25,REKN,131,,,
1999,25,REKN,170,,,
1999,25,REKN,129,,,
1999,25,REKN,159,,,
1999,25,REKN,127,,,
1999,25,REKN,180,,,
1999,25,REKN,177,,,
1999,25,REKN,173,,,
1999,25,REKN,167,,,
1999,25,REKN,168,,,
1999,25,REKN,118,,,
1999,25,REKN,132,,,
1999,25,REKN,176,,,
1999,25,REKN,164,,,
