book_page,year,site,bander,date,time,nestID,unique_nestID,plot,plotLmt,band,species,chick_egg_number,recap_witn_year,stage_of_capt,ul,ll,ur,lr,gfe,rel_status,dead,culmen,tarsus,wing,weight,cone_wt,final_wt,est_age,lat,long,blood,genetic_blood_capillary_tube,genetic_blood_preservative,stable_isotope,buccal,color,gut,radio_transmitter,comments
13.27,2009,barr,bhill,09-06-27,1100,dunl010,09dunl010,brw6,in,230144090,dunl,chick4,n,nest,-,-,m,-,NA,band/rel,n,NA,NA,NA,7.4,0,7.4,0,71.24168,-156.54908,NA,NA,longmire,NA,y,db,NA,5.582,NA
13.27,2009,barr,bhill,09-06-27,1100,dunl010,09dunl010,brw6,in,230144092,dunl,chick3,n,nest,-,-,m,-,NA,band/rel,n,NA,NA,NA,6.9,0,6.9,0,71.24168,-156.54908,NA,NA,longmire,NA,y,r,NA,NA,NA
13.27,2009,barr,bhill,09-06-27,1100,dunl010,09dunl010,brw6,in,230144095,dunl,chick2,n,nest,-,-,m,-,NA,band/rel,n,NA,NA,NA,7,0,7,0,71.24168,-156.54908,NA,NA,longmire,NA,y,w,NA,5.582,NA
13.27,2009,barr,bhill,09-06-27,1100,dunl010,09dunl010,brw6,in,230144096,dunl,chick1,n,nest,-,-,m,-,NA,band/rel,n,NA,NA,NA,7,0,7,0,71.24168,-156.54908,NA,NA,longmire,NA,y,bk,NA,NA,chick wet when weighed
7.incidental,2009,barr,cychiang,09-07-08,1240,dunl,09dunl,brw3,in,230144100,dunl,chick1,n,brood,"gf,y",-,-,m,NA,band/rel,NA,NA,NA,NA,46,14.5,31.5,NA,71.26785,-156.52941,NA,NA,NA,NA,NA,NA,NA,NA,INCIDENTAL CHICK
7.09,2009,barr,NA,09-07-07,1030,reph922,09reph922,brw3,out,230145129,reph,chick2,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,4.4,0,4.4,0,71.26578,-156.52986,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.27,2009,barr,NA,09-07-08,1648,reph737,09reph737,brw2,in,230145196,reph,chick2,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,5.4,0,5.4,0,71.29187,-156.64326,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.27,2009,barr,NA,09-07-08,1648,reph737,09reph737,brw2,in,230145197,reph,chick1,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,5.2,0,5.2,0,71.29187,-156.64326,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.09,2009,barr,NA,09-07-07,1030,reph922,09reph922,brw3,out,230145199,reph,chick3,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,4.7,0,4.7,0,71.26578,-156.52986,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.09,2009,barr,NA,09-07-07,1030,reph922,09reph922,brw3,out,230145200,reph,chick1,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,4.8,0,4.8,0,71.26578,-156.52986,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.19,2009,barr,NA,09-07-04,1445,reph722,09reph722,brw2,in,230194147,reph,chick3,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,6,0,6,0,71.29018,-156.64239,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.19,2009,barr,NA,09-07-04,1445,reph722,09reph722,brw2,in,230194148,reph,chick2,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,6.1,0,6.1,0,71.29018,-156.64239,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.19,2009,barr,NA,09-07-04,1445,reph722,09reph722,brw2,in,230194149,reph,chick1,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,5.6,0,5.6,0,71.29018,-156.64239,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.04,2009,barr,rlanctot,09-07-03,1240,dunl951,09dunl951,brw6,in,230194150,dunl,chick3,n,nest,-,-,m,-,NA,band/rel,n,NA,NA,NA,8.1,0,8.1,1,71.24146,-156.54618,NA,NA,longmire,NA,y,bk,NA,4.343,NA
14.04,2009,barr,rlanctot,09-07-03,1240,dunl951,09dunl951,brw6,in,230194151,dunl,chick2,n,nest,-,-,m,-,NA,band/rel,n,NA,NA,NA,8,0,8,1,71.24146,-156.54618,NA,NA,longmire,NA,y,w,NA,4.342,NA
14.04,2009,barr,rlanctot,09-07-03,1240,dunl951,09dunl951,brw6,in,230194152,dunl,chick1,n,nest,-,-,m,-,NA,band/rel,n,NA,NA,NA,7.9,0,7.9,1,71.24146,-156.54618,NA,NA,longmire,NA,y,r,NA,NA,NA
4.16,2009,barr,NA,09-06-30,2216,reph921,09reph921,brw2,in,230194156,reph,chick3,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,5.3,0,5.3,0,71.29082,-156.65739,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.16,2009,barr,NA,09-06-30,2216,reph921,09reph921,brw2,in,230194157,reph,chick2,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,5,0,5,0,71.29082,-156.65739,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.16,2009,barr,NA,09-06-30,2216,reph921,09reph921,brw2,in,230194158,reph,chick1,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,5.3,0,5.3,0,71.29082,-156.65739,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.04,2009,barr,NA,09-06-30,1317,reph908,09reph908,brw2,in,230194160,reph,chick4,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,5.2,0,5.2,0,71.29151,-156.65766,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.04,2009,barr,NA,09-06-30,1317,reph908,09reph908,brw2,in,230194161,reph,chick3,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,5.1,0,5.1,0,71.29151,-156.65766,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.04,2009,barr,NA,09-06-30,1317,reph908,09reph908,brw2,in,230194162,reph,chick2,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,5.2,0,5.2,0,71.29151,-156.65766,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.04,2009,barr,NA,09-06-30,1317,reph908,09reph908,brw2,in,230194163,reph,chick1,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,5.1,0,5.1,0,71.29151,-156.65766,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.09,2009,barr,rlanctot,09-06-28,1041,dunl516,09dunl516,brw2,in,230194164,dunl,chick4,n,nest,-,-,m,-,NA,band/rel,n,NA,NA,NA,7.1,0,7.1,1,71.29182,-156.64832,NA,NA,longmire,NA,y,bk,NA,5.461,NA
NA,2009,barr,NA,09-07-01,1815,dunl516,09dunl516,brw2,in,230194164,dunl,NA,n,dead,NA,NA,NA,NA,NA,dead,y,NA,NA,NA,NA,NA,NA,4,71.29182,-156.64832,brain,NA,tissue,NA,NA,bk,NA,5.461,Chick found lying on tundra with broken leg on July 1 - brain tissue taken
4.09,2009,barr,rlanctot,09-06-28,1041,dunl516,09dunl516,brw2,in,230194165,dunl,chick3,n,nest,-,-,m,-,NA,band/rel,n,NA,NA,NA,6.4,0,6.4,1,71.29182,-156.64832,NA,NA,longmire,NA,y,db,NA,NA,NA
14.13,2009,barr,NA,09-07-09,1600,bbsa015,09bbsa015,brw6,in,230194235,bbsa,chick1,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,9.1,0,9.1,0,71.2433,-156.55138,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.13,2009,barr,NA,09-07-09,1600,bbsa015,09bbsa015,brw6,in,230194236,bbsa,chick2,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,8.9,0,8.9,0,71.2433,-156.55138,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.13,2009,barr,NA,09-07-09,1600,bbsa015,09bbsa015,brw6,in,230194237,bbsa,chick3,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,9,0,9,0,71.2433,-156.55138,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.13,2009,barr,NA,09-07-09,1600,bbsa015,09bbsa015,brw6,in,230194238,bbsa,chick4,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,9.4,0,9.4,0,71.2433,-156.55138,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.09,2009,barr,NA,09-07-12,1350,reph468,09reph468,brw5,in,230194240,reph,chick1,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,5.3,0,5.3,0,71.26401,-156.53192,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.09,2009,barr,NA,09-07-12,1350,reph468,09reph468,brw5,in,230194241,reph,chick2,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,5.3,0,5.3,0,71.26401,-156.53192,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.09,2009,barr,NA,09-07-12,1350,reph468,09reph468,brw5,in,230194242,reph,chick3,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,5.6,0,5.6,0,71.26401,-156.53192,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.09,2009,barr,NA,09-07-12,1350,reph468,09reph468,brw5,in,230194243,reph,chick4,n,nest,y,-,-,m,NA,band/rel,n,NA,NA,NA,5.3,0,5.3,0,71.26401,-156.53192,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.3,2009,barr,breed2009,09-07-18,1640,amgp011,09amgp011,brw6,in,NA,amgp,egg1,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.24302,-156.55056,tissue,NA,tissue,NA,NA,NA,NA,NA,NA
13.3,2009,barr,breed2009,09-07-18,1640,amgp011,09amgp011,brw6,in,NA,amgp,egg2,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.24302,-156.55056,tissue,NA,tissue,NA,NA,NA,NA,NA,NA
13.3,2009,barr,breed2009,09-07-18,1640,amgp011,09amgp011,brw6,in,NA,amgp,egg3,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.24302,-156.55056,tissue,NA,tissue,NA,NA,NA,NA,NA,NA
13.3,2009,barr,breed2009,09-07-18,1640,amgp011,09amgp011,brw6,in,NA,amgp,egg4,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.24302,-156.55056,tissue,NA,tissue,NA,NA,NA,NA,NA,NA
1.04,2009,barr,breed2009,09-07-08,NA,amgp513,09amgp513,brw1,in,NA,amgp,egg1,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.29536,-156.63064,embryo,NA,tissue,NA,NA,NA,NA,NA,NA
4.3,2009,barr,breed2009,09-07-19,1840,amgp560,09amgp560,brw2,out,NA,amgp,egg2,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.29597,-156.652,tissue,NA,longmire,NA,NA,NA,NA,NA,NA
14.15,2009,barr,breed2009,09-07-30,NA,amgp774,09amgp774,brw6,out,NA,amgp,egg1,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.2437,-156.5608,brain,NA,tissue,NA,NA,NA,NA,NA,NA
14.15,2009,barr,breed2009,09-07-30,NA,amgp774,09amgp774,brw6,out,NA,amgp,egg2 ,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.2437,-156.5608,brain,NA,tissue,NA,NA,NA,NA,NA,NA
14.15,2009,barr,breed2009,09-07-30,NA,amgp774,09amgp774,brw6,out,NA,amgp,egg3,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.2437,-156.5608,brain,NA,tissue,NA,NA,NA,NA,NA,NA
14.15,2009,barr,breed2009,09-07-30,NA,amgp774,09amgp774,brw6,out,NA,amgp,egg4,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.2437,-156.5608,brain,NA,tissue,NA,NA,NA,NA,NA,NA
13.06,2009,barr,rlanctot,09-06-30,1528,dunl506,09dunl506,brw6,out,NA,dunl,egg3,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.23891,-156.54455,NA,NA,tissue,NA,NA,NA,NA,NA,NA
4.09,2009,barr,bhill,09-06-28,1800,dunl516,09dunl516,brw2,in,NA,dunl,egg5,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.29182,-156.64832,tissue,NA,tissue,NA,NA,w,NA,NA,"Egg was hole-pipped, but died in nest bowl - parents left - brain tissue collected"
13.12,2009,barr,breed2009,09-06-13,1033,dunl525,09dunl525,brw6,out,NA,dunl,egg2,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.24455,-156.54158,tissue,NA,tissue,NA,NA,NA,NA,NA,NA
4.18,2009,barr,breed2009,09-07-07,914,dunl537,09dunl537,brw2,in,NA,dunl,egg3,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.29269,-156.64649,NA,NA,NA,NA,NA,NA,NA,NA,UNKNOWN IF TISSUE COLLECTED
4.18,2009,barr,breed2009,09-07-07,914,dunl537,09dunl537,brw2,in,NA,dunl,egg4,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.29269,-156.64649,NA,NA,NA,NA,NA,NA,NA,NA,UNKNOWN IF TISSUE COLLECTED
1.09,2009,barr,syezerinac,09-07-04,2040,dunl546,09dunl546,brw1,in,NA,dunl,egg4,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.29939,-156.63964,brain,NA,tissue,NA,NA,NA,NA,NA,buccal = blood collected on buccal; unknown status of egg collected
4.38,2009,barr,rlanctot,09-06-30,1010,dunl575,09dunl575,brw2,in,NA,dunl,chick4,n,dead,NA,NA,NA,NA,NA,dead,y,NA,NA,NA,NA,NA,NA,NA,71.29403,-156.64788,tissue,NA,tissue,NA,NA,bk,NA,NA,"hatched, but died in nest"
14.04,2009,barr,rlanctot,09-07-04,1447,dunl951,09dunl951,brw6,in,NA,dunl,egg4,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.24146,-156.54618,tissue,NA,tissue,NA,NA,NA,NA,NA,NA
4.4,2009,barr,NA,09-07-11,1226,lbdo577,09lbdo577,brw2,in,NA,lbdo,egg1,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.29131,-156.65213,tissue,NA,longmire,NA,NA,NA,NA,NA,NA
4.4,2009,barr,NA,09-07-11,1226,lbdo577,09lbdo577,brw2,in,NA,lbdo,egg2,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.29131,-156.65213,tissue,NA,longmire,NA,NA,NA,NA,NA,NA
4.4,2009,barr,NA,09-07-11,1226,lbdo577,09lbdo577,brw2,in,NA,lbdo,egg3,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.29131,-156.65213,tissue,NA,longmire,NA,NA,NA,NA,NA,NA
1.26,2009,barr,bhill,09-07-28,1227,lbdo623,09lbdo623,brw1,out,NA,lbdo,egg3,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.29747,-156.64468,tissue,NA,tissue,NA,NA,NA,NA,NA,NA
1.26,2009,barr,bhill,09-07-28,1227,lbdo623,09lbdo623,brw1,out,NA,lbdo,egg4,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.29747,-156.64468,tissue,NA,tissue,NA,NA,NA,NA,NA,NA
5.09,2009,barr,NA,09-07-09,2000,lbdo769,09lbdo769,brw2,in,NA,lbdo,egg4,n,nest,NA,NA,NA,NA,NA,collected,NA,NA,NA,NA,NA,NA,NA,NA,71.2932,-156.65332,tissue,NA,tissue,NA,NA,NA,NA,NA,tissue taken from 1/2 developed embryo in egg
12.01,2010,barr,ehsu,10-07-18,1150,lbdo413,10lbdo413,brw8,out,123283641,lbdo,chick3,n,nest,r,-,-,m,NA,band/rel,y,NA,NA,NA,13.2,0,13.2,0,71.24473,-156.56872,filter,NA,NA,NA,NA,NA,NA,NA,NA
12.01,2010,barr,ehsu,10-07-18,1150,lbdo413,10lbdo413,brw8,out,123283642,lbdo,chick2,n,nest,r,-,-,m,NA,band/rel,y,NA,NA,NA,13,0,13,0,71.24473,-156.56872,filter,NA,NA,NA,NA,NA,NA,NA,NA
12.01,2010,barr,ehsu,10-07-18,1150,lbdo413,10lbdo413,brw8,out,123283643,lbdo,chick1,n,nest,r,-,-,m,NA,band/rel,y,NA,NA,NA,12.4,0,12.4,0,71.24473,-156.56872,filter,NA,NA,NA,NA,NA,NA,NA,NA
3.67,2010,barr,ehsu,10-07-24,1030,amgp230,10amgp230,brw2,in,157374836,amgp,chick1,n,nest,r,-,-,m,NA,band/rel,n,NA,NA,NA,20.1,0,20.1,1,71.29095,-156.64634,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.17,2010,barr,rdugan,10-07-16,840,amgp120,10amgp120,brw5,out,157374907,amgp,chick2,n,nest,r,-,-,m,NA,band/rel,n,NA,NA,NA,20.6,0,20.6,1,71.2617,-156.52948,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.17,2010,barr,rdugan,10-07-15,810,amgp120,10amgp120,brw5,out,160369542,amgp,chick1,n,nest,r,-,-,m,NA,band/rel,n,NA,NA,NA,19.6,0,19.6,0,71.2617,-156.52948,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.15,2010,barr,abankert,10-07-14,900,amgp304,10amgp304,brw2,in,160369559,amgp,chick3,n,nest,r,-,-,m,NA,band/rel,n,NA,NA,NA,16.7,0,16.7,1,71.29475,-156.64173,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.15,2010,barr,adoll,10-07-13,1700,amgp304,10amgp304,brw2,in,160369572,amgp,chick1,n,nest,r,-,-,m,NA,band/rel,n,NA,NA,NA,19.6,0,19.6,0,71.29475,-156.64173,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.15,2010,barr,adoll,10-07-13,1700,amgp304,10amgp304,brw2,in,160369573,amgp,chick2,n,nest,r,-,-,m,NA,band/rel,n,NA,NA,NA,19.2,0,19.2,0,71.29475,-156.64173,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.05,2010,barr,adoll,10-07-13,1730,amgp506,10amgp506,brw2,in,160369575,amgp,chick1,n,nest,r,-,-,m,NA,band/rel,n,NA,NA,NA,18.5,0,18.5,0,71.29082,-156.65744,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.05,2010,barr,abankert,10-07-14,1250,amgp506,10amgp506,brw2,in,160369599,amgp,chick2,n,nest,r,-,-,m,NA,band/rel,y,NA,NA,NA,18.4,0,18.4,1,71.29082,-156.65744,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.27,2010,barr,adoll,10-07-06,1005,dunl514,10dunl514,brwfwl,out,221113970,dunl,chick1,n,nest,"gf,r",-,m,-,NA,band/rel,n,NA,NA,NA,8.3,0,8.3,0,71.27358,-156.78329,"10,filter",plain,NA,10,NA,NA,NA,NA,NA
14.27,2010,barr,adoll,10-07-06,1005,dunl514,10dunl514,brwfwl,out,221113971,dunl,chick2,n,nest,"gf,r",-,m,-,NA,band/rel,n,NA,NA,NA,8.1,0,8.1,0,71.27358,-156.78329,"30,filter",plain,NA,30,NA,NA,NA,NA,NA
14.27,2010,barr,adoll,10-07-06,1005,dunl514,10dunl514,brwfwl,out,221113972,dunl,chick3,n,nest,"gf,r",-,m,-,NA,band/rel,n,NA,NA,NA,8.2,0,8.2,0,71.27358,-156.78329,"20,filter",plain,NA,20,NA,NA,NA,NA,NA
14.27,2010,barr,adoll,10-07-06,1005,dunl514,10dunl514,brwfwl,out,221113973,dunl,chick4,n,nest,"gf,r",-,m,-,NA,band/rel,n,NA,NA,NA,8.3,0,8.3,0,71.27358,-156.78329,"10,filter",plain,NA,10,NA,NA,NA,NA,NA
14.37,2010,barr,adoll,10-07-06,2010,dunl521,10dunl521,brwfwl,out,221113974,dunl,chick1,n,nest,"gf,r",-,m,-,NA,band/rel,n,NA,NA,NA,7.4,0,7.4,0,71.26702,-156.82049,filter,NA,NA,NA,NA,NA,NA,NA,NA
14.37,2010,barr,adoll,10-07-06,2010,dunl521,10dunl521,brwfwl,out,221113975,dunl,chick2,n,nest,"gf,r",-,m,-,NA,band/rel,n,NA,NA,NA,7.8,0,7.8,0,71.26702,-156.82049,"20,filter",plain,NA,20,NA,NA,NA,NA,NA
14.37,2010,barr,adoll,10-07-06,2010,dunl521,10dunl521,brwfwl,out,221113976,dunl,chick3,n,nest,"gf,r",-,m,-,NA,band/rel,n,NA,NA,NA,7.9,0,7.9,0,71.26702,-156.82049,"10,filter",plain,NA,10,NA,NA,NA,NA,NA
14.37,2010,barr,adoll,10-07-06,2010,dunl521,10dunl521,brwfwl,out,221113977,dunl,chick4,n,nest,"gf,r",-,m,-,NA,band/rel,n,NA,NA,NA,7.9,0,7.9,0,71.26702,-156.82049,"40,filter",plain,NA,40,NA,NA,NA,NA,NA
14.05,2010,barr,adoll,10-07-06,2100,dunl502,10dunl502,brwfwl,out,221113978,dunl,chick1,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,7.8,0,7.8,0,71.26621,-156.81335,filter,NA,NA,NA,NA,NA,NA,NA,NA
14.05,2010,barr,adoll,10-07-06,2100,dunl502,10dunl502,brwfwl,out,221113979,dunl,chick2,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,7.9,0,7.9,0,71.26621,-156.81335,filter,NA,NA,NA,NA,NA,NA,NA,NA
14.05,2010,barr,adoll,10-07-06,2100,dunl502,10dunl502,brwfwl,out,221113980,dunl,chick3,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,7.8,0,7.8,0,71.26621,-156.81335,"140,filter",plain,NA,140,NA,NA,NA,NA,NA
13.15,2010,barr,adoll,10-07-07,1025,dunl107,10dunl107,brwfwl,out,221113981,dunl,chick1,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,7.9,0,7.9,0,71.27046,-156.77965,filter,NA,NA,NA,NA,NA,NA,NA,NA
13.15,2010,barr,adoll,10-07-07,1025,dunl107,10dunl107,brwfwl,out,221113982,dunl,chick2,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,8,0,8,0,71.27046,-156.77965,filter,NA,NA,NA,NA,NA,NA,NA,NA
13.15,2010,barr,adoll,10-07-07,1025,dunl107,10dunl107,brwfwl,out,221113983,dunl,chick3,n,dead,"gf,r",-,-,m,NA,dead,y,NA,NA,NA,8.2,0,8.2,0,71.27046,-156.77965,filter,NA,NA,NA,NA,NA,NA,NA,found dead in owl pellet via message from Denver Holt on 19Oct10
13.15,2010,barr,adoll,10-07-07,1025,dunl107,10dunl107,brwfwl,out,221113984,dunl,chick4,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,8.3,0,8.3,0,71.27046,-156.77965,"110,filter",plain,NA,110,NA,NA,NA,NA,NA
14.25,2010,barr,adoll,10-07-07,1205,dunl513,10dunl513,brwfwl,out,221113985,dunl,chick1,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,8.2,0,8.2,0,71.27216,-156.79494,filter,NA,NA,NA,NA,NA,NA,NA,NA
14.25,2010,barr,adoll,10-07-07,1205,dunl513,10dunl513,brwfwl,out,221113986,dunl,chick2,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,8.4,0,8.4,0,71.27216,-156.79494,"30,filter",plain,NA,30,NA,NA,NA,NA,NA
14.25,2010,barr,adoll,10-07-07,1205,dunl513,10dunl513,brwfwl,out,221113987,dunl,chick3,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,8.4,0,8.4,0,71.27216,-156.79494,"100,filter",plain,NA,100,NA,NA,NA,NA,NA
14.25,2010,barr,adoll,10-07-07,1205,dunl513,10dunl513,brwfwl,out,221113988,dunl,chick4,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,8,0,8,0,71.27216,-156.79494,filter,NA,NA,NA,NA,NA,NA,NA,NA
13.31,2010,barr,adoll,10-07-07,1245,dunl115,10dunl115,brwfwl,out,221113989,dunl,chick1,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,7.8,0,7.8,0,71.2722,-156.76733,"70,filter",plain,NA,70,NA,NA,NA,NA,NA
13.31,2010,barr,adoll,10-07-07,1245,dunl115,10dunl115,brwfwl,out,221113990,dunl,chick2,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,7.4,0,7.4,0,71.2722,-156.76733,"30,filter",plain,NA,30,NA,NA,NA,NA,NA
13.31,2010,barr,adoll,10-07-07,1245,dunl115,10dunl115,brwfwl,out,221113991,dunl,chick3,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,7.5,0,7.5,0,71.2722,-156.76733,"30,filter",plain,NA,30,NA,NA,NA,NA,NA
13.31,2010,barr,adoll,10-07-07,1245,dunl115,10dunl115,brwfwl,out,221113992,dunl,chick4,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,7.5,0,7.5,0,71.2722,-156.76733,filter,NA,NA,NA,NA,NA,NA,NA,NA
13.21,2010,barr,adoll,10-07-07,1330,dunl110,10dunl110,brwfwl,out,221113993,dunl,chick1,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,8.1,0,8.1,0,71.26418,-156.78009,"20,filter",plain,NA,20,NA,NA,NA,NA,NA
13.21,2010,barr,adoll,10-07-07,1330,dunl110,10dunl110,brwfwl,out,221113994,dunl,chick2,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,7.3,0,7.3,0,71.26418,-156.78009,"20,filter",plain,NA,20,NA,NA,NA,NA,NA
13.21,2010,barr,adoll,10-07-07,1330,dunl110,10dunl110,brwfwl,out,221113995,dunl,chick3,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,7.7,0,7.7,0,71.26418,-156.78009,"40,filter",plain,NA,40,NA,NA,NA,NA,NA
14.19,2010,barr,adoll,10-07-07,1615,dunl510,10dunl510,brwfwl,out,221113996,dunl,chick1,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,9,0,9,0,71.26434,-156.84978,filter,NA,NA,NA,NA,NA,NA,NA,NA
14.19,2010,barr,adoll,10-07-07,1615,dunl510,10dunl510,brwfwl,out,221113997,dunl,chick2,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,7.6,0,7.6,0,71.26434,-156.84978,filter,NA,NA,NA,NA,NA,NA,NA,NA
14.19,2010,barr,adoll,10-07-07,1615,dunl510,10dunl510,brwfwl,out,221113998,dunl,chick3,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,8.7,0,8.7,0,71.26434,-156.84978,filter,NA,NA,NA,NA,NA,NA,NA,NA
14.19,2010,barr,adoll,10-07-07,1615,dunl510,10dunl510,brwfwl,out,221113999,dunl,chick4,n,nest,"gf,r",-,-,m,NA,band/rel,n,NA,NA,NA,8.5,0,8.5,0,71.26434,-156.84978,"100,filter",plain,NA,100,NA,NA,NA,NA,NA
