1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,YEAR,DC_DISTANCE TO CENTER,MASS(g),PK_PEAK HEIGHT,HD_HATCHING DATE,HD_HATCHING DATE2,SYN_SYNCHRONY,SYN2_SYNCHRONY2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2130.161027,11,0.7981425,-6.008130081,36.09762707,-13,169
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2130.161027,11.5,0.7981425,-6.008130081,36.09762707,-13,169
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,2130.161027,11.2,0.7981425,-6.008130081,36.09762707,-13,169
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2130.161027,10.8,0.7981425,-6.008130081,36.09762707,-13,169
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2130.161027,11.4,0.7981425,-6.008130081,36.09762707,-13,169
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2459.23606,11.5,0.7981425,-6.008130081,36.09762707,-13,169
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2459.23606,11,0.7981425,-6.008130081,36.09762707,-13,169
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2459.23606,11.8,0.7981425,-6.008130081,36.09762707,-13,169
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2459.23606,11.6,0.7981425,-6.008130081,36.09762707,-13,169
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2459.23606,11.6,0.7981425,-6.008130081,36.09762707,-13,169
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2459.23606,10.8,0.7981425,-6.008130081,36.09762707,-13,169
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,4002.769291,11,0.7981425,-6.008130081,36.09762707,-13,169
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,4002.769291,12,0.7981425,-6.008130081,36.09762707,-13,169
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,4002.769291,10.8,0.7981425,-6.008130081,36.09762707,-13,169
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,4002.769291,10.7,0.7981425,-6.008130081,36.09762707,-13,169
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,4002.769291,12,0.7981425,-6.008130081,36.09762707,-13,169
