1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,YEAR,DC_DISTANCE TO CENTER,MASS(g),PK_PEAK HEIGHT,HD_HATCHING DATE,HD_HATCHING DATE2,SYN_SYNCHRONY,SYN2_SYNCHRONY2
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1476.302476,11.8,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1476.302476,10.9,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1476.302476,11.4,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1476.302476,10.9,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1476.302476,11.5,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1476.302476,12.2,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1476.302476,11.6,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1476.302476,11.1,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2241.574447,11.4,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2241.574447,11.6,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2241.574447,10.3,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2241.574447,11.1,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2241.574447,11,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2241.574447,11.5,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2479.083702,10,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2479.083702,10.2,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2479.083702,9.7,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2479.083702,11.1,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2479.083702,9.7,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2479.083702,11.2,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2479.083702,10,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2479.083702,9.6,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1512.787163,10,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1512.787163,10.7,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1512.787163,11.7,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1512.787163,11,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1512.787163,10.5,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1623.017252,12.1,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1623.017252,11.8,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1623.017252,11.9,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1623.017252,11.7,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1623.017252,10.5,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1623.017252,11.5,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1623.017252,12,0.167041667,0.168674699,0.028451154,-18,324
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1718.130379,10.5,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1718.130379,11.3,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1718.130379,11.3,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1718.130379,11.3,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1718.130379,11.3,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1718.130379,11.3,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1718.130379,10.7,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2720.800617,12.4,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2720.800617,11.3,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2720.800617,12.2,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2720.800617,12.5,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2720.800617,11.5,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2720.800617,11.9,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2720.800617,11.2,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2720.800617,11.9,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,937.930168,11.4,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,1,1,1,0,0,0,0,0,0,0,0,2001,937.930168,11.3,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,937.930168,11.3,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,1,1,1,1,0,0,0,0,0,0,0,2001,937.930168,10.7,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,937.930168,12.2,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,937.930168,11.8,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,937.930168,11.7,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,937.930168,11.9,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,202.7806697,10.7,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,202.7806697,11.3,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,202.7806697,11.4,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,202.7806697,11.3,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,202.7806697,11.8,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,202.7806697,12.5,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,202.7806697,11.3,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,202.7806697,11.6,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2420.393563,11.2,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2420.393563,10.5,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2420.393563,11.5,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2420.393563,11.4,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2420.393563,11.8,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2420.393563,11,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2420.393563,11,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1003.215331,10.8,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1003.215331,12.2,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1003.215331,11,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1003.215331,10.5,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1003.215331,12,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1003.215331,10,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1003.215331,11.3,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1003.215331,10.6,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2150.07558,11.2,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2150.07558,12.9,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2150.07558,11.7,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2150.07558,11.2,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2150.07558,11.4,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2150.07558,10.7,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2150.07558,11.6,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2150.07558,11.3,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,824.1365178,11.7,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,824.1365178,12,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,824.1365178,11.4,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,824.1365178,11,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,824.1365178,12.2,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,824.1365178,11,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,824.1365178,11.1,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2530.495999,10.5,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2530.495999,10.8,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2530.495999,11.3,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2530.495999,11.3,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2530.495999,11,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2530.495999,10.5,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2530.495999,9.9,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2530.495999,10.2,0.167041667,1.168674699,1.365800552,-17,289
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2542.191968,11.2,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2542.191968,10.2,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2542.191968,10.6,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2542.191968,10.7,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2542.191968,11.2,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2313.729889,10.9,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2313.729889,11.3,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2313.729889,9.9,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2313.729889,11.8,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2313.729889,10.3,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2313.729889,10.7,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2313.729889,11.5,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1801.285097,10.4,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1801.285097,11.3,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1801.285097,11.1,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1801.285097,10.9,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1801.285097,10.4,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1529.126548,10,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1529.126548,11.3,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1529.126548,9.2,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1529.126548,9.7,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1529.126548,11.2,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1529.126548,11.2,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1529.126548,9.8,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2264.44916,11,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,1,0,0,0,0,0,0,0,0,0,0,2001,2264.44916,10.7,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2264.44916,11.5,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2264.44916,11.8,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2264.44916,11.2,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2264.44916,11,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2264.44916,11.5,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2264.44916,11.4,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2337.675983,9.7,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2337.675983,11.4,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2337.675983,10.6,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2337.675983,10.8,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2337.675983,10,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2337.675983,11.3,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,896.7463409,12.2,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,896.7463409,10.5,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,896.7463409,10.5,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,896.7463409,11.5,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,896.7463409,11.5,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,896.7463409,12,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,896.7463409,12.3,0.167041667,2.168674699,4.703149949,-16,256
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2044.97066,10.7,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2044.97066,11.2,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2044.97066,10.9,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2044.97066,9.9,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2245.602146,11.2,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2245.602146,10.8,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2245.602146,10.7,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2245.602146,10.6,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2245.602146,11.5,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2245.602146,10.7,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2245.602146,10.9,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,3581.649341,11.2,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,3581.649341,10.8,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,3581.649341,10.3,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,3581.649341,11.8,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,3581.649341,10.4,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,3581.649341,12,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2690.011896,10.5,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2690.011896,11.2,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2690.011896,10,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2690.011896,10,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2690.011896,10.9,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2690.011896,10.4,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2690.011896,11.4,0.167041667,3.168674699,10.04049935,-15,225
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2139.983411,11.6,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2139.983411,10.3,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2139.983411,11.8,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2139.983411,11.8,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2139.983411,11.5,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2139.983411,11,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2139.983411,10.1,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2252.966489,12,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2252.966489,11.8,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2252.966489,11.8,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2252.966489,11.8,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2252.966489,11.5,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2252.966489,12,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2252.966489,11.2,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,3007.737356,9.6,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,3007.737356,10.8,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,3007.737356,11,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,3007.737356,9.7,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,3007.737356,10.4,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,3007.737356,10.2,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,3007.737356,10,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1480.263828,10.5,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1480.263828,11,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1480.263828,11.4,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1480.263828,11.3,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1480.263828,10.8,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1480.263828,10.9,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1990.811141,11,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1990.811141,10.4,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1990.811141,11,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1990.811141,11.8,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1990.811141,12,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1990.811141,11.2,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1990.811141,10,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1990.811141,11,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1216.063321,11.4,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1216.063321,11,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1216.063321,12,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1216.063321,12.5,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1216.063321,11.5,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1216.063321,12,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1216.063321,11.5,0.167041667,4.168674699,17.37784874,-14,196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2709.760322,10.2,0.167041667,7.168674699,51.38989694,-11,121
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2709.760322,9.5,0.167041667,7.168674699,51.38989694,-11,121
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,2709.760322,9.5,0.167041667,7.168674699,51.38989694,-11,121
