individual.id,year,laydate,no.fledged,no.recruits,mismatch,peakheight,T.nest.period,rain.nest.period,T.fledg.period,rain.fledg.period,arrivalT
622,2004,56,0,0,-9.8,6,13,0.086,15.4,0.07,6.7975
623,2004,36,7,1,-9.8,6,13,0.086,15.4,0.07,6.7975
626,2004,36,4,1,-9.8,6,13,0.086,15.4,0.07,6.7975
648,2004,36,7,0,-9.8,6,13,0.086,15.4,0.07,6.7975
660,2004,36,0,0,-9.8,6,13,0.086,15.4,0.07,6.7975
664,2004,41,5,0,-9.8,6,13,0.086,15.4,0.07,6.7975
676,2004,36,4,0,-9.8,6,13,0.086,15.4,0.07,6.7975
689,2004,36,6,0,-9.8,6,13,0.086,15.4,0.07,6.7975
710,2004,37,6,0,-9.8,6,13,0.086,15.4,0.07,6.7975
758,2004,38,7,0,-9.8,6,13,0.086,15.4,0.07,6.7975
766,2004,37,6,0,-9.8,6,13,0.086,15.4,0.07,6.7975
769,2004,38,7,0,-9.8,6,13,0.086,15.4,0.07,6.7975
778,2004,40,7,0,-9.8,6,13,0.086,15.4,0.07,6.7975
824,2004,38,0,0,-9.8,6,13,0.086,15.4,0.07,6.7975
864,2004,38,0,0,-9.8,6,13,0.086,15.4,0.07,6.7975
872,2004,38,0,0,-9.8,6,13,0.086,15.4,0.07,6.7975
881,2004,38,7,0,-9.8,6,13,0.086,15.4,0.07,6.7975
884,2004,38,6,0,-9.8,6,13,0.086,15.4,0.07,6.7975
912,2004,39,6,0,-9.8,6,13,0.086,15.4,0.07,6.7975
921,2004,39,5,0,-9.8,6,13,0.086,15.4,0.07,6.7975
1058,2004,40,0,0,-9.8,6,13,0.086,15.4,0.07,6.7975
1069,2004,40,6,0,-9.8,6,13,0.086,15.4,0.07,6.7975
1096,2004,41,6,0,-9.8,6,13,0.086,15.4,0.07,6.7975
1145,2004,41,6,0,-9.8,6,13,0.086,15.4,0.07,6.7975
1175,2004,42,0,0,-9.8,6,13,0.086,15.4,0.07,6.7975
1201,2004,42,4,0,-9.8,6,13,0.086,15.4,0.07,6.7975
1209,2004,42,7,1,-9.8,6,13,0.086,15.4,0.07,6.7975
1450,2004,46,4,0,-9.8,6,13,0.086,15.4,0.07,6.7975
1628,2004,50.5,0,0,-9.8,6,13,0.086,15.4,0.07,6.7975
1683,2004,54,0,0,-9.8,6,13,0.086,15.4,0.07,6.7975
9999,2004,33,0,0,-9.8,6,13,0.086,15.4,0.07,6.7975
9999,2004,33,4,1,-9.8,6,13,0.086,15.4,0.07,6.7975
9999,2004,29,7,0,-9.8,6,13,0.086,15.4,0.07,6.7975
9999,2004,37,0,0,-9.8,6,13,0.086,15.4,0.07,6.7975
9999,2004,41,0,0,-9.8,6,13,0.086,15.4,0.07,6.7975
9999,2004,39,0,0,-9.8,6,13,0.086,15.4,0.07,6.7975
9999,2004,37,0,0,-9.8,6,13,0.086,15.4,0.07,6.7975
4,2005,37,7,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
12,2005,28,7,1,-5.8,6,15.6,0.066,17.1,0.015,8.6
23,2005,37,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
32,2005,36,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
38,2005,29,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
46,2005,33,7,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
54,2005,34,7,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
58,2005,28,7,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
62,2005,28,6,2,-5.8,6,15.6,0.066,17.1,0.015,8.6
63,2005,39,0,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
73,2005,34,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
79,2005,66,4,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
89,2005,29,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
96,2005,29,7,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
108,2005,34,6,1,-5.8,6,15.6,0.066,17.1,0.015,8.6
122,2005,37,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
162,2005,34,7,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
166,2005,31,8,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
178,2005,33,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
195,2005,33,6,1,-5.8,6,15.6,0.066,17.1,0.015,8.6
234,2005,41,0,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
317,2005,33,6,1,-5.8,6,15.6,0.066,17.1,0.015,8.6
318,2005,33,7,1,-5.8,6,15.6,0.066,17.1,0.015,8.6
362,2005,33,6,1,-5.8,6,15.6,0.066,17.1,0.015,8.6
367,2005,34,5,1,-5.8,6,15.6,0.066,17.1,0.015,8.6
378,2005,34,7,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
384,2005,40,5,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
418,2005,34,4,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
419,2005,34,7,1,-5.8,6,15.6,0.066,17.1,0.015,8.6
420,2005,38,0,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
429,2005,34,7,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
459,2005,34,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
466,2005,47.5,4,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
472,2005,34,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
480,2005,35.5,4,2,-5.8,6,15.6,0.066,17.1,0.015,8.6
483,2005,34,6,1,-5.8,6,15.6,0.066,17.1,0.015,8.6
488,2005,36,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
505,2005,41,4,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
539,2005,35,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
544,2005,35,5,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
550,2005,35,7,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
561,2005,35,6,2,-5.8,6,15.6,0.066,17.1,0.015,8.6
564,2005,35,5,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
566,2005,35,6,1,-5.8,6,15.6,0.066,17.1,0.015,8.6
571,2005,37,5,2,-5.8,6,15.6,0.066,17.1,0.015,8.6
611,2005,35.5,4,2,-5.8,6,15.6,0.066,17.1,0.015,8.6
613,2005,35.5,6,1,-5.8,6,15.6,0.066,17.1,0.015,8.6
623,2005,36,7,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
626,2005,38,7,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
634,2005,36,2,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
637,2005,36,7,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
667,2005,37,5,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
686,2005,36,6,4,-5.8,6,15.6,0.066,17.1,0.015,8.6
692,2005,36,7,2,-5.8,6,15.6,0.066,17.1,0.015,8.6
693,2005,36,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
725,2005,37,7,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
728,2005,37,0,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
737,2005,37,5,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
749,2005,37,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
751,2005,37,1,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
754,2005,37,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
758,2005,37,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
777,2005,37,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
787,2005,37,5,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
802,2005,37,7,1,-5.8,6,15.6,0.066,17.1,0.015,8.6
852,2005,40,5,1,-5.8,6,15.6,0.066,17.1,0.015,8.6
854,2005,38,7,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
858,2005,38,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
869,2005,38,3,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
876,2005,38,6,1,-5.8,6,15.6,0.066,17.1,0.015,8.6
912,2005,39,7,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
917,2005,39,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
987,2005,39,5,1,-5.8,6,15.6,0.066,17.1,0.015,8.6
1075,2005,40,3,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
1090,2005,40.5,6,1,-5.8,6,15.6,0.066,17.1,0.015,8.6
1093,2005,40.5,6,1,-5.8,6,15.6,0.066,17.1,0.015,8.6
1128,2005,41,7,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
1303,2005,43,0,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
1469,2005,46,6,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
1587,2005,49,3,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
1655,2005,52,1,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
1657,2005,52,3,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
1721,2005,59,3,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
9999,2005,38,0,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
9999,2005,38,0,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
9999,2005,34,0,0,-5.8,6,15.6,0.066,17.1,0.015,8.6
26,2006,29,6,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
37,2006,27,6,1,-7.8,14,11.1,0.097,17.8,0.012,8.9175
44,2006,28,6,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
46,2006,28,6,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
54,2006,28,7,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
55,2006,33,7,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
58,2006,31,7,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
62,2006,28,6,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
98,2006,32,6,1,-7.8,14,11.1,0.097,17.8,0.012,8.9175
136,2006,30,6,2,-7.8,14,11.1,0.097,17.8,0.012,8.9175
195,2006,32,8,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
209,2006,31,4,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
264,2006,32,7,2,-7.8,14,11.1,0.097,17.8,0.012,8.9175
310,2006,33,5,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
367,2006,41,0,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
384,2006,51,6,1,-7.8,14,11.1,0.097,17.8,0.012,8.9175
406,2006,35,6,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
467,2006,34,0,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
483,2006,37.5,5,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
488,2006,34,7,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
505,2006,34,4,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
539,2006,35,0,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
561,2006,38,0,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
650,2006,39,6,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
771,2006,37,6,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
825,2006,38,6,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
1111,2006,41,3,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
1113,2006,41,4,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
1114,2006,41,5,1,-7.8,14,11.1,0.097,17.8,0.012,8.9175
1254,2006,43,4,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
1289,2006,43,4,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
1508,2006,47,5,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
1646,2006,51,7,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
1674,2006,53,4,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
9999,2006,37.5,0,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
9999,2006,30,0,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
9999,2006,43,0,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
9999,2006,29,0,0,-7.8,14,11.1,0.097,17.8,0.012,8.9175
4,2007,32,6,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
5,2007,24,7,1,2.6,15,15.4,0.044,18.2,0.061,7.5875
8,2007,25,6,2,2.6,15,15.4,0.044,18.2,0.061,7.5875
10,2007,25,6,1,2.6,15,15.4,0.044,18.2,0.061,7.5875
12,2007,26,6,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
15,2007,26,7,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
16,2007,29,7,2,2.6,15,15.4,0.044,18.2,0.061,7.5875
17,2007,26,3,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
18,2007,26.5,5,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
19,2007,26.5,7,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
22,2007,27,5,1,2.6,15,15.4,0.044,18.2,0.061,7.5875
23,2007,27,0,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
26,2007,27,5,1,2.6,15,15.4,0.044,18.2,0.061,7.5875
31,2007,27,6,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
34,2007,27,4,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
39,2007,27.5,1,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
40,2007,27.5,6,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
42,2007,28,6,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
43,2007,28,6,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
44,2007,30,1,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
55,2007,28,7,1,2.6,15,15.4,0.044,18.2,0.061,7.5875
63,2007,30,2,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
65,2007,28.5,7,1,2.6,15,15.4,0.044,18.2,0.061,7.5875
66,2007,28.5,6,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
69,2007,29,7,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
75,2007,29,6,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
79,2007,29,4,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
91,2007,29,5,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
98,2007,29,6,3,2.6,15,15.4,0.044,18.2,0.061,7.5875
113,2007,30,5,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
120,2007,30,6,1,2.6,15,15.4,0.044,18.2,0.061,7.5875
122,2007,30,0,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
128,2007,30,6,1,2.6,15,15.4,0.044,18.2,0.061,7.5875
129,2007,30,4,1,2.6,15,15.4,0.044,18.2,0.061,7.5875
141,2007,30,5,2,2.6,15,15.4,0.044,18.2,0.061,7.5875
144,2007,30,6,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
156,2007,30,6,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
162,2007,30,7,2,2.6,15,15.4,0.044,18.2,0.061,7.5875
195,2007,31,2,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
213,2007,31,6,1,2.6,15,15.4,0.044,18.2,0.061,7.5875
224,2007,31.5,6,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
230,2007,32,7,1,2.6,15,15.4,0.044,18.2,0.061,7.5875
255,2007,32,6,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
269,2007,32,5,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
273,2007,32,5,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
373,2007,33,6,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
384,2007,33,7,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
401,2007,35,7,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
406,2007,34,7,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
408,2007,33.5,6,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
469,2007,34,0,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
492,2007,34,7,1,2.6,15,15.4,0.044,18.2,0.061,7.5875
504,2007,34,7,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
506,2007,36,5,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
525,2007,39,6,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
560,2007,35,3,1,2.6,15,15.4,0.044,18.2,0.061,7.5875
563,2007,35,6,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
581,2007,35,5,1,2.6,15,15.4,0.044,18.2,0.061,7.5875
748,2007,49.5,5,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
964,2007,39,6,3,2.6,15,15.4,0.044,18.2,0.061,7.5875
971,2007,48,5,1,2.6,15,15.4,0.044,18.2,0.061,7.5875
1223,2007,42,5,1,2.6,15,15.4,0.044,18.2,0.061,7.5875
1243,2007,42.5,6,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
1458,2007,46,5,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
1553,2007,48,6,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
1555,2007,48,4,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
1598,2007,49.5,3,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
1654,2007,51,4,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
9999,2007,30,0,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
9999,2007,41,0,0,2.6,15,15.4,0.044,18.2,0.061,7.5875
2,2008,30,6,2,-10.2,31,17.1,0.055,15.4,0.038,5.3875
3,2008,31,7,1,-10.2,31,17.1,0.055,15.4,0.038,5.3875
4,2008,29,8,1,-10.2,31,17.1,0.055,15.4,0.038,5.3875
6,2008,31,6,1,-10.2,31,17.1,0.055,15.4,0.038,5.3875
11,2008,26,6,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
13,2008,33,6,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
18,2008,34,2,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
21,2008,33,5,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
26,2008,28,6,2,-10.2,31,17.1,0.055,15.4,0.038,5.3875
29,2008,39,4,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
42,2008,36,4,1,-10.2,31,17.1,0.055,15.4,0.038,5.3875
43,2008,34,7,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
45,2008,31,7,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
48,2008,30,7,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
55,2008,30,7,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
63,2008,28,7,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
66,2008,29,5,1,-10.2,31,17.1,0.055,15.4,0.038,5.3875
69,2008,32,6,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
90,2008,29,7,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
98,2008,31,6,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
116,2008,34,6,1,-10.2,31,17.1,0.055,15.4,0.038,5.3875
133,2008,30,6,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
137,2008,30,6,1,-10.2,31,17.1,0.055,15.4,0.038,5.3875
151,2008,30,6,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
152,2008,30,7,2,-10.2,31,17.1,0.055,15.4,0.038,5.3875
163,2008,35,7,1,-10.2,31,17.1,0.055,15.4,0.038,5.3875
167,2008,31,5,1,-10.2,31,17.1,0.055,15.4,0.038,5.3875
171,2008,34,6,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
173,2008,31,6,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
177,2008,31,7,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
193,2008,31,7,1,-10.2,31,17.1,0.055,15.4,0.038,5.3875
198,2008,31,1,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
310,2008,36,7,3,-10.2,31,17.1,0.055,15.4,0.038,5.3875
383,2008,33,5,1,-10.2,31,17.1,0.055,15.4,0.038,5.3875
389,2008,37,6,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
406,2008,33,7,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
434,2008,34,6,2,-10.2,31,17.1,0.055,15.4,0.038,5.3875
453,2008,34,7,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
463,2008,34,0,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
527,2008,35,7,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
554,2008,35,5,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
556,2008,35,7,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
675,2008,36,7,1,-10.2,31,17.1,0.055,15.4,0.038,5.3875
683,2008,36,6,1,-10.2,31,17.1,0.055,15.4,0.038,5.3875
698,2008,36,7,1,-10.2,31,17.1,0.055,15.4,0.038,5.3875
726,2008,37,7,1,-10.2,31,17.1,0.055,15.4,0.038,5.3875
730,2008,37,6,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
748,2008,37,7,1,-10.2,31,17.1,0.055,15.4,0.038,5.3875
764,2008,37,5,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
840,2008,38,6,1,-10.2,31,17.1,0.055,15.4,0.038,5.3875
849,2008,38,6,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
927,2008,39,5,2,-10.2,31,17.1,0.055,15.4,0.038,5.3875
971,2008,45,5,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
976,2008,39,4,1,-10.2,31,17.1,0.055,15.4,0.038,5.3875
1041,2008,40,0,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
1106,2008,41,5,2,-10.2,31,17.1,0.055,15.4,0.038,5.3875
1116,2008,41,0,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
1162,2008,42,1,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
9999,2008,29,0,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
9999,2008,32,0,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
9999,2008,32,0,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
9999,2008,29,0,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
9999,2008,37,0,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
9999,2008,37,0,0,-10.2,31,17.1,0.055,15.4,0.038,5.3875
2,2009,20,3,1,-5.1,67,15.3,0.032,14.4,0.066,6.4425
3,2009,21,8,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
4,2009,23,7,1,-5.1,67,15.3,0.032,14.4,0.066,6.4425
6,2009,25,7,2,-5.1,67,15.3,0.032,14.4,0.066,6.4425
7,2009,25,5,1,-5.1,67,15.3,0.032,14.4,0.066,6.4425
13,2009,26,7,3,-5.1,67,15.3,0.032,14.4,0.066,6.4425
16,2009,26,7,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
20,2009,27,6,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
21,2009,27,6,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
26,2009,31,7,1,-5.1,67,15.3,0.032,14.4,0.066,6.4425
29,2009,27,7,1,-5.1,67,15.3,0.032,14.4,0.066,6.4425
30,2009,27,7,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
43,2009,38,7,2,-5.1,67,15.3,0.032,14.4,0.066,6.4425
48,2009,28,7,1,-5.1,67,15.3,0.032,14.4,0.066,6.4425
55,2009,32,7,1,-5.1,67,15.3,0.032,14.4,0.066,6.4425
61,2009,28,7,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
98,2009,45,0,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
105,2009,34,7,2,-5.1,67,15.3,0.032,14.4,0.066,6.4425
114,2009,34,7,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
116,2009,38,7,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
127,2009,36,7,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
133,2009,30,7,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
158,2009,33,7,1,-5.1,67,15.3,0.032,14.4,0.066,6.4425
161,2009,30,6,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
163,2009,30,7,3,-5.1,67,15.3,0.032,14.4,0.066,6.4425
167,2009,39,6,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
171,2009,33,7,1,-5.1,67,15.3,0.032,14.4,0.066,6.4425
180,2009,31,7,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
182,2009,31,7,1,-5.1,67,15.3,0.032,14.4,0.066,6.4425
194,2009,31,7,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
236,2009,34,7,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
270,2009,32,7,1,-5.1,67,15.3,0.032,14.4,0.066,6.4425
271,2009,32,8,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
307,2009,32,5,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
310,2009,42,5,1,-5.1,67,15.3,0.032,14.4,0.066,6.4425
372,2009,33,7,2,-5.1,67,15.3,0.032,14.4,0.066,6.4425
375,2009,33,0,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
378,2009,33,6,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
379,2009,33,7,1,-5.1,67,15.3,0.032,14.4,0.066,6.4425
385,2009,33,5,1,-5.1,67,15.3,0.032,14.4,0.066,6.4425
386,2009,43,5,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
389,2009,33,7,3,-5.1,67,15.3,0.032,14.4,0.066,6.4425
390,2009,33,5,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
391,2009,33,8,2,-5.1,67,15.3,0.032,14.4,0.066,6.4425
392,2009,34,7,3,-5.1,67,15.3,0.032,14.4,0.066,6.4425
396,2009,33,7,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
401,2009,33,7,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
403,2009,41,4,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
405,2009,33,7,3,-5.1,67,15.3,0.032,14.4,0.066,6.4425
406,2009,40,6,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
408,2009,38,7,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
423,2009,34,7,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
486,2009,34,7,2,-5.1,67,15.3,0.032,14.4,0.066,6.4425
494,2009,37,7,1,-5.1,67,15.3,0.032,14.4,0.066,6.4425
506,2009,34,6,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
515,2009,35,6,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
554,2009,45,6,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
556,2009,36,0,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
606,2009,35,7,1,-5.1,67,15.3,0.032,14.4,0.066,6.4425
650,2009,37,8,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
672,2009,38,6,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
680,2009,36,4,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
753,2009,37,6,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
800,2009,37,7,0,-5.1,67,15.3,0.032,14.4,0.066,6.4425
840,2009,44,5,2,-5.1,67,15.3,0.032,14.4,0.066,6.4425
